gene,SRR27614996,SRR27614997,SRR27614998,SRR27614999,SRR27615000,SRR27615001,SRR27615002,SRR27615007,SRR27615008,SRR27615009,SRR27615010,SRR27615011
Gm39167,4,0,0,0,0,0,0,0,0,6,0,2
Gm39168,0,0,0,0,0,0,0,0,0,0,0,0
Gm39170,0,0,0,0,0,0,0,0,0,0,0,0
Gm39171,0,0,0,0,0,0,0,0,0,0,0,0
Gm39172,0,0,0,0,0,0,0,0,0,0,0,0
Gm39173,35,14,49,10,16,29,16,15,32,25,31,37
Gm39174,0,0,0,0,0,0,0,0,0,0,0,4
Gm39178,0,0,0,0,1,0,0,0,0,0,0,0
Gm39179,0,0,0,0,0,0,0,0,0,0,0,0
Gm39180,0,0,0,0,0,0,0,0,0,0,0,0
Gm39181,5,0,0,0,0,0,0,0,0,1,0,0
Gm39183,0,0,0,0,0,0,0,0,0,0,0,0
Gm39184,0,0,0,0,0,0,0,0,0,0,0,0
Gm39185,0,0,0,0,0,0,0,0,0,0,0,0
Gm39187,0,0,0,0,0,0,0,0,0,0,0,0
Gm39188,2,1,10,0,0,0,0,1,0,0,0,0
Gm39191,0,0,1,0,3,0,0,2,0,0,0,0
Gm39193,0,1,0,0,3,1,0,2,5,0,0,1
Gm39195,0,4,0,0,6,0,0,0,0,3,1,0
Gm39196,0,0,14,0,0,0,3,0,0,0,2,0
Gm39198,5,1,0,4,0,0,0,0,0,0,0,0
Gm39199,0,0,0,0,0,0,0,0,0,0,0,0
Gm39200,0,0,2,0,0,0,0,0,0,0,0,0
Gm39201,0,0,0,0,0,0,0,0,0,0,0,0
Gm39202,0,0,0,0,0,0,0,0,0,0,0,0
Gm39203,13,11,16,4,7,8,2,4,10,24,23,40
Gm39204,0,0,0,0,0,0,0,0,0,0,0,0
Gm39205,0,0,0,0,0,0,0,0,0,0,0,0
Gm39206,0,0,0,0,0,0,0,0,0,0,0,0
Gm39208,0,0,0,0,0,0,0,0,0,0,0,0
Gm39209,0,0,0,0,0,0,0,0,0,0,0,0
Gm39210,11,3,5,13,8,9,11,5,1,1,10,0
Gm39211,0,0,0,0,0,0,0,0,0,0,0,0
Gm39212,4,4,5,0,0,2,5,0,0,2,0,0
Gm39213,1,0,2,0,0,2,0,3,0,0,0,0
Gm39214,0,2,0,0,0,0,0,0,3,0,0,0
Gm39215,0,0,4,0,0,3,0,0,0,0,0,0
Gm39217,0,0,0,0,0,0,0,0,0,0,0,0
Gm39218,0,0,0,0,0,0,0,0,0,0,0,0
Gm39219,0,0,0,0,0,0,0,0,0,0,0,0
Gm39220,0,0,0,0,0,0,0,0,0,0,0,0
Gm39221,7,3,7,6,8,6,4,3,18,7,15,5
Gm39222,0,0,0,0,0,0,0,0,0,0,0,0
Gm39223,0,0,0,0,0,0,0,0,0,0,0,0
Gm39224,0,0,0,0,0,0,0,0,0,0,0,0
Gm39226,0,0,0,0,2,0,2,0,0,0,0,0
Gm39227,0,0,1,1,0,1,0,0,0,0,0,3
Gm39230,5,2,2,2,0,0,0,0,0,2,6,14
Gm39231,0,0,0,0,0,0,0,0,0,0,0,0
Gm39232,0,0,0,0,0,0,0,0,0,0,0,0
Gm39233,0,0,0,0,0,0,0,0,0,0,0,0
Gm39234,0,0,0,0,0,0,0,0,0,0,0,0
Gm39235,0,0,0,0,0,0,0,0,0,0,0,0
Gm39236,0,0,0,0,0,0,0,0,0,0,0,0
Gm39238,0,0,0,0,0,0,0,0,0,0,0,0
Gm39239,0,0,0,0,0,0,0,0,0,0,0,0
Gm3924,7,11,1,0,5,4,1,5,1,6,5,4
Gm39240,0,0,0,0,0,0,0,0,0,0,0,0
Gm39241,0,0,0,0,0,0,0,0,0,0,0,0
Gm39242,0,0,0,0,0,0,0,0,0,0,0,0
Gm39243,0,0,0,0,0,0,0,0,0,0,0,0
Gm39244,0,0,0,0,0,0,0,0,0,0,0,0
Gm39246,0,0,0,0,0,0,0,0,0,0,0,0
Gm39247,0,0,0,0,0,0,0,0,0,2,0,0
Gm39249,0,0,0,0,0,0,0,0,0,0,0,0
Gm39250,0,0,0,0,0,0,0,0,0,0,0,0
Gm39251,0,0,0,1,0,0,0,0,0,1,0,0
Gm39252,8,2,7,4,0,3,0,0,2,4,12,14
Gm39253,0,0,0,0,1,0,3,0,2,4,0,0
Gm39254,0,0,0,0,0,0,0,0,0,0,0,0
Gm39257,0,0,0,0,0,0,0,0,0,0,0,0
Gm39258,0,0,0,0,0,0,0,0,0,0,0,0
Gm39260,0,0,0,0,0,0,0,0,0,0,0,0
Gm39261,0,2,0,0,0,0,0,0,1,0,0,1
Gm39262,0,0,0,0,0,0,0,0,0,0,0,0
Gm39264,0,0,0,0,0,0,0,0,0,0,0,0
Gm39265,0,3,3,1,2,0,3,0,0,2,2,0
Gm39266,0,0,0,0,0,0,0,0,0,0,0,0
Gm39267,0,0,0,0,0,0,0,0,0,0,0,0
Gm39268,1,0,4,4,0,0,1,2,0,4,0,0
Gm39269,1,7,2,8,3,4,4,6,6,14,3,2
Gm39271,0,0,0,0,0,0,0,0,0,0,0,0
Gm39272,0,0,0,0,0,4,0,0,1,1,0,0
Gm39273,0,0,0,0,0,0,0,0,0,0,0,0
Gm39275,6,8,5,3,6,2,3,0,2,5,1,9
Gm39277,0,0,0,0,1,4,1,1,0,0,0,0
Gm39278,0,0,0,0,0,0,0,0,0,0,0,0
Gm39280,0,0,0,0,0,0,0,0,0,0,0,0
Gm39281,0,0,0,0,0,0,0,0,0,0,0,0
Gm39282,0,0,0,0,0,0,0,0,0,0,0,0
Gm39283,0,3,0,0,0,0,0,0,0,0,0,0
Gm39284,0,0,0,0,0,0,0,0,0,0,0,0
Gm39285,2,0,0,0,2,0,0,0,1,7,0,4
Gm39286,32,12,33,15,12,13,9,7,6,13,18,17
Gm39289,0,0,0,0,0,0,0,0,0,0,0,0
Gm39291,1,4,7,1,8,0,4,1,1,0,2,2
Gm39292,0,0,0,0,0,0,0,0,0,0,0,0
Gm39293,0,0,0,0,0,0,0,0,0,0,0,0
Gm39294,0,0,0,0,0,0,0,0,0,0,0,0
Gm39295,0,0,0,0,0,0,0,0,0,0,0,0
Gm39296,0,0,0,0,0,0,0,0,0,0,0,0
Gm39297,0,0,0,0,0,0,0,0,0,0,0,0
Gm39299,0,0,0,0,0,0,0,0,0,0,0,0
Gm39300,0,0,0,0,0,0,0,0,0,0,0,0
Gm39301,0,3,0,0,0,0,0,0,0,3,0,0
Gm39302,3,6,0,1,0,0,0,4,0,0,6,0
Gm39303,5,4,16,3,7,0,7,13,14,9,9,7
Gm39305,0,0,0,0,0,0,0,0,0,0,0,0
Gm39306,0,0,0,2,0,0,0,0,0,0,0,0
Gm39307,0,0,0,0,0,2,0,5,0,0,0,0
Gm39308,1,3,1,0,1,5,3,4,8,11,13,1
Gm39309,0,0,0,0,0,0,0,0,0,0,0,0
Gm39311,0,0,0,0,0,0,0,0,0,0,0,0
Gm39312,0,0,0,0,0,0,0,0,0,0,0,0
Gm39313,0,0,0,0,0,0,0,0,0,0,0,0
Gm39314,0,0,0,0,0,0,0,0,0,0,0,0
Gm39317,0,0,0,0,0,0,0,0,0,0,0,0
Gm39318,0,0,0,1,0,0,0,0,0,2,0,0
Gm39319,0,0,0,0,0,0,0,0,0,0,0,0
Gm39321,0,0,0,0,0,0,0,0,0,0,0,0
Gm39322,0,0,0,0,0,0,0,0,0,0,0,0
Gm39323,0,0,0,0,0,0,0,0,0,0,0,0
Gm39325,0,1,0,4,0,0,0,0,0,0,0,4
Gm39326,0,12,4,4,1,0,0,0,1,2,6,3
Gm39327,0,0,0,0,0,0,0,0,0,0,0,0
Gm39329,0,0,9,0,0,0,0,0,1,0,0,1
Gm39331,0,0,0,0,0,0,0,0,0,0,0,0
Gm39332,0,0,0,0,0,0,0,0,0,0,0,0
Gm39334,15,5,17,0,1,1,5,0,4,6,2,18
Gm39335,0,0,0,0,0,0,0,0,0,0,0,0
Gm39336,0,0,0,0,0,0,0,0,0,0,0,0
Gm39337,0,0,0,0,0,0,0,0,0,0,0,0
Gm39338,0,0,0,0,0,0,0,0,0,0,0,0
Gm39339,3,0,0,0,0,0,0,0,0,0,0,0
Gm39340,0,0,0,0,0,0,0,0,0,0,0,0
Gm39341,0,0,5,0,0,0,0,0,0,0,0,0
Gm39342,52,69,54,36,14,41,17,33,83,91,69,113
Gm39343,0,0,0,0,5,6,0,4,0,1,0,0
Gm39344,0,0,0,0,0,0,0,0,0,0,0,0
Gm39345,0,0,0,0,0,0,0,0,0,0,0,0
Gm39348,0,3,2,1,3,1,0,0,1,2,0,0
Gm39349,0,0,0,0,0,0,0,0,0,0,0,0
Gm39350,0,0,0,0,0,0,0,0,0,0,0,0
Gm39351,0,0,0,0,0,0,0,0,0,0,0,0
Gm39352,0,0,0,0,0,0,0,0,0,0,0,0
Gm39353,0,0,0,0,0,0,0,0,0,0,0,0
Gm39354,0,0,0,0,0,0,0,0,0,0,0,0
Gm39355,17,9,12,3,2,0,5,10,8,0,11,6
Gm39358,0,0,0,0,0,0,0,0,0,0,0,0
Gm39359,0,0,0,0,0,0,0,0,0,0,0,0
Gm39360,9,1,0,4,1,2,4,0,0,0,2,3
Gm39361,0,0,3,0,0,0,0,0,0,0,0,4
Gm39362,0,1,2,1,0,6,4,0,2,2,5,0
Gm39364,0,0,0,0,0,0,0,0,0,0,0,0
Gm39368,0,0,0,0,0,0,0,0,0,0,0,0
Gm39369,0,0,0,0,0,0,0,0,0,0,0,0
Gm39373,0,0,0,0,0,0,0,0,0,0,0,0
Gm39375,0,0,0,0,0,0,0,0,0,0,0,0
Gm39376,0,0,0,0,0,0,0,0,0,0,0,0
Gm39377,0,0,0,0,0,0,0,0,0,0,0,0
Gm39380,0,0,0,0,0,0,0,0,0,0,0,0
Gm39381,0,0,0,0,0,0,0,0,0,0,0,0
Gm39382,37,3,15,10,11,20,26,7,3,5,13,7
Gm39383,0,0,0,0,0,1,0,0,0,0,0,0
Gm39384,0,0,0,0,0,0,0,0,0,0,0,0
Gm39385,0,0,0,0,0,0,0,0,0,0,0,0
Gm39386,0,0,0,0,0,0,0,0,0,0,0,0
Gm39387,0,0,0,0,0,0,0,0,0,0,0,0
Gm39388,0,0,3,0,0,0,0,0,0,0,0,0
Gm39389,0,0,0,0,0,0,0,0,0,0,0,0
Gm39391,0,0,0,0,0,0,0,0,0,0,0,0
Gm39392,0,0,0,0,0,0,1,0,0,0,0,0
Gm39393,0,0,0,0,0,0,0,0,0,0,0,0
Gm39394,0,0,0,0,0,0,0,0,0,0,0,0
Gm39397,1,4,18,2,3,0,7,5,1,0,3,5
Gm39398,0,0,0,0,0,0,0,0,0,0,0,0
Gm39400,0,0,0,0,0,0,0,0,0,0,0,0
Gm39401,0,0,0,0,0,0,0,0,0,0,0,0
Gm39403,0,0,0,0,0,0,0,0,0,0,0,0
Gm39404,0,7,0,0,3,0,0,0,0,0,0,0
Gm39407,0,0,0,0,0,0,0,0,0,0,0,0
Gm39408,0,1,0,0,0,0,0,0,0,0,8,0
Gm39409,0,0,0,0,0,0,0,0,0,0,0,0
Gm39411,0,0,0,0,0,0,0,0,0,0,0,0
Gm39417,0,0,0,0,0,0,0,0,0,0,0,0
Gm3942,0,0,0,0,0,0,0,0,0,0,0,0
Gm39420,0,0,0,0,0,0,0,0,0,0,0,0
Gm39422,0,0,0,0,0,0,0,0,0,0,0,0
Gm39424,0,0,0,0,0,0,0,0,0,0,0,0
Gm39425,0,0,0,0,0,0,0,0,0,0,0,0
Gm39426,0,0,0,0,0,0,0,0,0,2,0,0
Gm39427,3,0,0,0,0,0,0,0,0,2,0,4
Gm39429,0,0,0,0,0,0,0,0,0,0,0,0
Gm39430,0,0,0,0,0,0,0,0,0,2,0,0
Gm39436,0,0,0,0,0,0,0,0,0,0,0,0
Gm39437,0,0,0,0,0,0,0,0,0,0,0,0
Gm39438,0,0,0,0,0,0,0,0,0,0,0,0
Gm39439,5,0,0,0,0,0,3,0,0,0,0,0
Gm39440,0,0,0,0,0,0,0,0,0,0,0,0
Gm39441,0,0,0,0,0,0,0,0,0,0,0,0
Gm39442,0,4,0,1,0,0,0,4,2,1,3,5
Gm39443,166,132,172,81,84,100,95,97,101,137,121,150
Gm39444,2,0,0,0,0,0,0,0,0,0,0,0
Gm39445,0,0,0,0,0,0,0,0,0,0,0,0
Gm39446,0,0,4,0,0,0,0,1,0,0,0,0
Gm39447,0,0,0,0,0,0,0,0,0,0,0,0
Gm39448,0,0,0,0,0,0,0,0,0,0,0,0
Gm39449,0,0,0,0,0,0,0,0,0,0,0,0
Gm39450,0,0,0,0,0,0,0,0,0,0,0,0
Gm39451,0,0,0,0,0,0,0,0,0,0,0,0
Gm39452,0,0,0,0,0,0,0,0,0,0,0,0
Gm39454,0,0,0,0,0,0,0,0,0,0,0,0
Gm39456,0,0,0,0,0,0,0,0,0,0,1,0
Gm39457,0,0,0,0,0,0,0,0,0,0,1,0
Gm39458,0,0,0,0,0,0,0,0,0,0,0,0
Gm39459,0,3,0,0,0,0,0,0,0,0,0,0
Gm39460,0,0,0,0,0,0,0,0,0,0,0,0
Gm39461,0,0,0,0,0,0,0,0,0,0,0,0
Gm39463,0,0,0,0,0,0,0,0,0,0,0,0
Gm39464,0,1,0,0,0,0,0,0,0,0,0,0
Gm39465,0,0,0,0,0,0,0,0,0,0,0,0
Gm39467,0,2,1,0,1,6,2,2,3,3,3,1
Gm39468,0,0,0,0,0,0,0,0,0,0,0,0
Gm39469,1000,618,1038,617,455,675,567,626,492,635,669,754
Gm39470,0,0,0,0,0,0,0,0,0,0,0,0
Gm39471,0,0,0,0,0,0,0,0,0,0,0,0
Gm39472,0,0,0,0,0,0,0,0,0,0,0,0
Gm39473,33,25,44,24,22,21,2,28,9,26,29,36
Gm39474,0,0,1,0,0,0,0,0,0,0,0,0
Gm39476,0,0,0,0,0,0,0,0,0,0,0,0
Gm39477,0,0,0,0,0,0,0,0,0,0,0,0
Gm39478,0,0,0,0,0,0,0,0,0,0,0,0
Gm3948,2,1,0,4,0,1,0,3,0,0,0,0
Gm39482,0,0,0,0,1,0,0,0,0,0,0,0
Gm39483,10,10,12,5,9,13,8,7,5,9,12,7
Gm39484,0,4,0,1,0,0,1,3,0,0,0,0
Gm39485,0,2,0,0,0,0,0,0,0,0,0,4
Gm39486,0,0,0,0,0,0,0,0,0,0,0,0
Gm39487,0,0,3,0,0,0,0,0,0,0,0,0
Gm39488,1,3,0,0,0,0,0,5,0,0,0,0
Gm39489,0,0,0,0,0,0,0,0,0,0,0,0
Gm39490,5,0,0,2,0,0,0,1,0,1,0,0
Gm39494,0,0,0,0,0,0,0,0,0,0,0,0
Gm39495,0,0,0,0,0,0,0,0,0,0,0,0
Gm39496,0,0,0,0,0,0,0,0,0,0,0,0
Gm39497,7,6,10,0,4,2,0,2,15,9,12,29
Gm39498,0,0,0,0,0,0,0,0,0,0,0,0
Gm39499,15,8,7,1,0,9,7,0,4,3,14,0
Gm39500,0,0,0,0,0,0,0,0,0,0,0,0
Gm39503,0,4,6,4,4,5,8,1,4,6,8,3
Gm39505,0,0,0,0,0,0,0,0,0,2,0,0
Gm39506,0,0,0,0,0,0,0,0,0,0,0,0
Gm39507,0,0,0,0,0,0,0,0,0,0,0,0
Gm39508,0,0,0,0,0,0,0,0,0,0,0,0
Gm39510,0,0,0,0,0,0,0,0,0,0,0,0
Gm39511,0,0,0,0,0,0,0,0,0,0,0,0
Gm39513,0,0,0,0,0,0,0,0,0,0,0,0
Gm39515,0,0,0,0,0,0,0,0,1,0,0,0
Gm39516,0,0,0,0,0,0,0,0,0,0,0,0
Gm39517,0,0,0,0,0,0,0,0,0,0,0,0
Gm39518,0,0,0,0,0,0,0,0,0,0,0,0
Gm39519,0,0,0,0,0,0,0,0,0,0,0,0
Gm39520,0,0,1,0,0,0,5,0,0,1,2,0
Gm39521,0,0,0,0,0,0,0,0,0,0,0,0
Gm39523,0,0,0,0,0,0,0,0,0,0,0,0
Gm39524,0,0,0,0,0,0,0,0,0,0,0,0
Gm39526,45,16,49,7,21,26,9,18,24,19,18,25
Gm39527,0,0,0,0,0,0,0,0,0,0,0,0
Gm39528,0,0,0,0,0,0,0,0,0,0,0,0
Gm39529,0,0,0,0,0,0,0,0,0,0,0,0
Gm39530,0,0,0,0,0,0,0,0,0,0,0,0
Gm39535,0,3,0,0,0,0,0,1,0,0,0,0
Gm39536,0,0,1,0,0,0,0,0,0,0,0,0
Gm39537,0,0,0,0,0,0,0,0,0,0,0,0
Gm39538,32,30,33,9,19,33,20,11,26,57,28,25
Gm39539,0,0,0,0,0,0,0,0,0,0,6,0
Gm39540,7,0,10,1,0,1,2,1,1,4,2,2
Gm39543,0,0,0,0,0,0,0,0,0,0,0,0
Gm39544,0,0,0,0,0,0,0,0,0,0,0,0
Gm39545,0,12,0,6,1,0,2,2,9,5,21,1
Gm39546,0,0,0,0,0,0,0,0,0,0,0,0
Gm39547,38,22,72,38,22,20,11,25,21,15,18,28
Gm39548,0,0,0,0,0,0,0,0,0,0,0,0
Gm39549,0,0,0,0,0,0,0,0,0,0,0,0
Gm39550,0,0,0,0,0,0,0,0,0,0,0,0
Gm39555,0,0,0,0,0,0,0,0,0,0,0,0
Gm39556,347,295,295,282,144,380,237,209,341,420,502,472
Gm39557,0,0,0,0,0,0,0,0,0,0,0,0
Gm39558,0,0,4,0,2,1,5,1,1,8,2,0
Gm39559,0,0,0,0,0,0,0,0,0,0,0,0
Gm39562,0,0,0,0,0,0,0,0,0,0,0,0
Gm39565,0,0,0,0,0,0,0,0,0,0,0,2
Gm39567,0,0,0,0,0,0,0,0,0,0,3,0
Gm39572,0,0,0,0,0,0,0,0,0,0,0,0
Gm39573,0,0,0,0,0,0,0,1,0,0,0,0
Gm39575,0,0,0,0,0,0,0,0,0,0,0,0
Gm39576,0,0,0,3,0,0,0,0,3,1,2,0
Gm39578,0,0,0,0,0,0,0,0,0,0,0,0
Gm39583,0,0,0,0,0,0,0,0,0,0,0,0
Gm39584,0,0,0,0,0,0,0,0,0,0,0,0
Gm39586,0,0,0,0,0,0,0,0,0,0,0,0
Gm39589,0,0,0,0,0,0,0,0,0,0,0,0
Gm39590,0,0,0,0,0,2,0,4,0,0,0,0
Gm39591,0,0,0,0,0,0,0,0,0,0,0,0
Gm39592,0,0,0,0,0,0,0,0,0,0,0,0
Gm39595,0,0,2,0,0,0,0,0,0,1,7,6
Gm39596,0,0,0,0,0,0,0,1,0,0,0,0
Gm39597,0,0,0,0,0,0,0,0,0,0,0,0
Gm3960,2,0,0,0,0,0,0,1,2,1,0,0
Gm39601,0,0,0,0,0,0,0,0,0,0,0,0
Gm39602,0,0,0,0,0,0,0,0,0,0,0,0
Gm39603,46,37,50,12,22,20,21,23,40,31,63,27
Gm39604,0,0,1,2,0,0,0,0,2,0,0,0
Gm39605,0,0,0,0,0,0,0,0,0,0,0,0
Gm39606,0,0,1,0,0,0,0,0,0,0,0,0
Gm39607,0,0,0,0,1,1,0,0,0,0,0,0
Gm39608,0,2,0,0,0,0,0,0,0,0,0,0
Gm39610,0,0,0,0,0,0,0,0,0,0,0,0
Gm39612,0,0,0,0,0,0,0,0,0,0,0,0
Gm39613,0,0,0,0,0,0,0,0,0,0,0,0
Gm39614,0,0,0,0,0,0,0,0,0,0,0,0
Gm39615,0,0,0,0,0,0,0,0,0,0,0,0
Gm39616,0,0,0,0,0,0,0,0,0,0,0,0
Gm39617,0,0,0,0,0,0,0,0,0,0,0,0
Gm39622,0,0,0,0,0,0,0,0,0,0,0,0
Gm39623,0,0,0,0,0,0,0,0,0,0,0,0
Gm39624,0,0,0,1,0,0,0,0,0,0,0,0
Gm39625,0,2,1,1,0,0,0,0,0,1,0,0
Gm39627,2,11,11,0,0,1,1,4,2,3,6,1
Gm39628,0,0,0,0,0,0,0,0,0,0,0,0
Gm39631,0,0,0,0,0,0,0,0,0,0,0,0
Gm39633,0,0,0,0,0,0,0,0,0,0,0,0
Gm39635,0,0,0,0,0,0,0,0,0,0,0,0
Gm39637,0,0,0,0,0,0,0,0,0,0,0,0
Gm39638,0,0,0,0,0,0,0,0,0,0,0,0
Gm39639,0,0,0,0,0,0,0,0,0,0,0,0
Gm39640,0,0,0,0,0,0,0,0,0,0,0,0
Gm39642,0,0,0,3,0,0,0,0,0,0,0,2
Gm39643,0,0,0,0,0,0,0,0,0,0,0,0
Gm39646,0,0,0,0,0,0,0,0,0,0,0,0
Gm39648,0,0,0,0,0,0,0,0,0,1,0,0
Gm39650,0,0,0,0,0,0,0,0,0,0,0,0
Gm39652,0,0,0,0,0,0,0,0,0,0,0,0
Gm39654,10,13,6,1,7,0,1,10,7,3,3,4
Gm39655,0,0,0,0,0,0,0,0,0,0,0,0
Gm39658,0,0,0,0,0,0,0,0,0,0,0,0
Gm39659,0,0,0,0,0,0,0,0,0,0,0,0
Gm39660,0,0,0,0,0,0,0,0,0,0,0,0
Gm39661,6,9,7,0,6,6,0,1,1,3,7,2
Gm39662,0,0,0,0,0,0,0,0,0,0,0,0
Gm39663,0,0,0,0,0,0,0,0,0,0,0,0
Gm39664,0,0,0,0,0,0,0,0,0,0,0,0
Gm39665,0,0,0,0,0,0,0,0,0,0,0,0
Gm39666,0,0,0,0,0,0,0,0,0,0,0,0
Gm39667,58,28,34,27,26,48,14,30,33,55,44,45
Gm39669,0,0,0,0,0,0,0,0,0,0,0,0
Gm39671,0,2,12,2,0,1,11,1,1,0,3,8
Gm39672,0,0,0,0,0,0,0,0,0,0,0,0
Gm39673,54,8,25,28,15,11,28,26,13,25,10,22
Gm39674,0,0,0,0,0,0,0,0,0,0,0,0
Gm39675,4,3,2,8,3,0,2,9,3,1,3,1
Gm39676,0,0,0,0,0,0,0,0,0,0,0,0
Gm39677,0,0,0,0,0,0,0,0,0,0,0,0
Gm39681,0,0,0,0,0,0,0,0,0,0,0,0
Gm39682,2,0,0,0,0,0,0,0,0,0,0,0
Gm39683,0,0,0,0,0,0,0,0,0,0,0,0
Gm39685,0,0,0,0,0,0,0,0,0,0,0,0
Gm39686,0,0,0,0,0,0,0,0,0,0,0,0
Gm39687,0,0,0,0,0,0,0,0,0,0,0,0
Gm39688,0,0,0,0,0,0,0,0,0,0,0,0
Gm39689,0,0,0,0,0,0,0,0,0,0,0,0
Gm39690,0,0,0,0,0,0,0,0,0,0,0,0
Gm39691,0,0,0,0,0,0,0,0,0,0,0,0
Gm39692,0,0,0,0,0,0,0,0,0,0,0,0
Gm39693,0,0,0,0,0,0,0,0,0,0,0,0
Gm39694,0,0,0,0,0,0,0,0,0,0,0,0
Gm39696,0,0,0,0,0,0,0,0,0,0,0,0
Gm39697,0,0,0,0,0,0,0,0,0,0,0,0
Gm39701,48,29,42,8,16,21,13,26,14,43,49,38
Gm39704,0,0,0,0,0,0,0,0,0,0,0,0
Gm39705,0,0,0,0,0,0,0,0,0,0,0,0
Gm39707,0,0,0,0,0,0,0,0,0,0,0,0
Gm39709,0,0,0,2,0,0,0,0,0,0,0,0
Gm39712,20,3,25,18,7,7,15,7,2,8,15,21
Gm39713,0,1,0,0,0,0,4,0,0,0,0,1
Gm39714,0,0,0,0,0,0,0,0,0,0,0,0
Gm39715,0,0,0,0,0,0,0,0,0,0,0,0
Gm39716,8,0,0,0,0,0,0,0,0,0,0,0
Gm39717,0,0,0,5,0,0,0,0,0,0,0,0
Gm39719,0,0,0,0,0,0,0,0,0,0,0,0
Gm39724,0,0,0,0,0,0,0,0,0,0,0,0
Gm39725,0,0,0,0,0,0,0,0,0,0,0,0
Gm39728,0,0,0,0,0,0,0,0,0,0,0,0
Gm3973,0,0,0,0,0,0,0,0,0,0,0,0
Gm39731,0,0,0,0,0,0,0,0,0,0,0,0
Gm39732,0,0,0,0,0,0,0,0,0,0,0,0
Gm39735,0,0,0,0,0,0,0,0,0,0,0,0
Gm39736,0,0,0,0,0,0,0,0,0,0,0,0
Gm39737,0,0,0,0,0,0,0,0,0,0,0,0
Gm39738,0,0,0,0,0,0,0,0,0,0,0,0
Gm39741,0,0,0,0,0,0,0,0,0,0,0,0
Gm39742,0,0,0,0,0,2,0,1,0,0,0,0
Gm39743,0,0,0,0,0,0,0,0,0,0,0,0
Gm39745,4,1,0,0,0,0,0,0,0,0,0,0
Gm39746,0,0,0,0,0,0,0,0,0,0,0,0
Gm39747,0,0,0,0,0,0,0,0,0,0,0,0
Gm39748,0,0,0,0,0,0,0,0,0,0,0,0
Gm39750,0,0,0,0,0,0,0,0,0,1,0,0
Gm39751,0,0,0,6,0,0,0,0,2,0,0,0
Gm39752,0,0,0,0,0,0,0,0,0,0,0,0
Gm39755,0,0,0,0,0,0,0,0,0,0,0,0
Gm39758,0,0,0,0,0,0,0,0,0,0,0,0
Gm39759,11,2,5,1,0,3,0,4,5,4,4,0
Gm39760,0,0,0,0,0,0,0,0,0,0,0,0
Gm39764,0,0,0,0,0,0,0,0,0,0,0,0
Gm39766,0,0,0,0,0,0,0,0,0,0,0,0
Gm39767,0,0,0,0,0,0,0,0,0,0,0,0
Gm39769,0,0,0,0,1,3,1,0,2,0,0,0
Gm39770,0,0,0,0,0,0,0,0,0,0,0,0
Gm39772,0,0,0,0,0,0,0,0,0,0,0,0
Gm39773,0,0,0,0,0,0,0,0,0,0,0,0
Gm39774,0,0,0,0,0,0,0,0,0,0,0,0
Gm39776,0,0,0,0,0,0,0,0,0,0,0,0
Gm39777,0,0,0,0,0,0,0,0,0,0,0,0
Gm39780,0,2,9,0,0,2,5,3,1,0,6,12
Gm39781,0,0,0,0,0,0,0,0,1,0,0,0
Gm39783,120,79,109,79,53,79,81,63,24,34,47,80
Gm39784,0,0,0,0,0,0,0,0,0,0,0,0
Gm39786,0,0,2,2,0,0,0,0,0,0,0,0
Gm39787,0,0,0,0,0,0,0,0,0,0,0,0
Gm39789,0,0,0,0,0,0,0,0,0,0,0,0
Gm39790,0,0,0,0,0,0,0,0,0,0,0,0
Gm39792,6,6,7,1,1,0,3,26,10,12,10,18
Gm39793,0,0,0,0,0,0,0,0,0,0,0,1
Gm39794,0,0,0,0,0,3,0,0,0,0,0,0
Gm39795,1,6,0,0,0,0,0,0,0,0,2,7
Gm39797,0,0,0,0,0,0,0,1,0,0,0,0
Gm39798,2,2,7,1,2,0,0,0,0,0,1,6
Gm39799,0,0,0,0,0,0,0,0,0,0,0,0
Gm39801,0,0,0,0,0,0,0,0,0,0,0,0
Gm39803,0,0,0,0,0,0,0,0,0,0,0,0
Gm39804,0,0,0,0,0,0,0,0,0,0,0,0
Gm39805,0,0,0,0,0,0,0,0,0,0,0,0
Gm39806,0,0,0,0,0,0,0,0,0,0,0,0
Gm39807,13,29,12,6,5,12,8,6,26,19,37,19
Gm39809,0,0,0,0,0,0,0,0,0,0,0,0
Gm39811,0,0,0,0,0,0,0,0,0,0,0,0
Gm39813,0,0,0,0,0,0,0,0,0,0,0,0
Gm39815,0,0,0,0,0,0,0,0,0,0,0,0
Gm39816,20,22,14,28,16,7,10,15,20,26,41,30
Gm39817,0,0,0,0,0,0,0,0,0,0,0,0
Gm39818,0,0,0,0,0,0,0,0,0,0,0,0
Gm39819,0,0,0,0,0,0,0,1,2,0,0,0
Gm39820,0,0,0,0,0,0,0,0,0,0,0,0
Gm39821,0,0,0,0,0,0,0,0,0,0,0,0
Gm39822,4,2,6,0,0,8,2,4,0,8,16,7
Gm39823,0,0,0,0,0,0,0,0,0,0,0,0
Gm39826,0,0,0,0,0,0,0,0,0,0,0,0
Gm39827,0,0,0,0,0,0,0,1,0,0,0,0
Gm39830,0,0,0,4,0,0,0,0,0,0,0,10
Gm39831,0,0,0,0,0,0,0,0,0,0,0,0
Gm39833,0,0,0,0,0,0,0,0,0,0,0,0
Gm39834,0,0,0,0,0,0,0,0,0,0,0,0
