gene,WT-1_S1,WT-2_S2,WT-3_S3,WT-AC-1_S4,WT-AC-2_S5,WT-AC-3_S6
Ntf5,0,0,0.33,0,0.83,2
Nthl1,397,376,372.5,180.5,150,220
Ntm,32.5,22.5,25,23.5,44.5,20.5
Ntmt1,817,633.5,902,689,989,853
Ntmt2,0,0,0,0,0,0
Ntn1,4,8.5,9,11,29.5,14
Ntn3,46,25.5,47.5,37.5,37.5,32.5
Ntn4,296,203,234,223,96.5,312.5
Ntn5,1,0,0.5,1.5,0.5,1
Ntng1,9.5,3.5,2,7,6.5,3
Ntng2,5126,4874,4657,4759,4650,9232.5
Ntpcr,1645,1307,2321,1158,1050,870
Ntrk1,0,0,0,3.5,2,0
Ntrk2,8,14.5,7,4,12,4.5
Ntrk3,5,7,5,7,17,2
Nts,5,4,0,3,9,8
Ntsr1,0,0,0,2,0,0
Ntsr2,0,0,0,0,0,0
Nuak1,587.5,754,848,293,174,314
Nuak2,3427.5,2931,3519.5,3491,2923.5,4005.5
Nub1,4426.5,3750,4926.5,2890.5,2242,2655.83
Nubp1,1913.5,1379,2305.5,1640,1794.75,1452
Nubp2,3203,2261,3444,2371.5,2319,2142
Nubpl,327,266,352,289,293,363
Nucb1,17055.25,16180.33,17222.17,17027.5,13869.5,20083.67
Nucb2,7984,7154,6388,6784,7025,7995
Nucks1,14343,11551.33,11666,8730,8872,10456.5
Nudc,6784.5,4803,5414,4386,4561,4455.5
Nudcd1,780.5,594.5,746.5,584.5,844.5,740.5
Nudcd2,1602,1284,1502,1195,1509,1339
Nudcd3,5141,4350,5463.5,4048.5,3895,4565.33
Nudt1,985.5,862.5,935,511.5,757.5,669
Nudt10,0,1,0,0,0,0
Nudt11,0.5,0.5,0,0,0.5,0
Nudt12,15.5,15.5,17.5,12.5,16,27
Nudt12os,15.5,16.5,17.5,12.5,16,27
Nudt13,1037,983,1477,763,836,1081
Nudt14,614,563,771,556,597.5,532.5
Nudt15,64.5,56,95,64,59,42
Nudt16,1500,1462,1483,646,464,721
Nudt16l1,1966.5,1621,2006.5,1478.5,1340.5,1442
Nudt16l2,0,0,0,0,0,0
Nudt17,628.5,599.5,596,477,673.5,586
Nudt18,1696,1315,1594,862,697,862
Nudt19,2222.5,1751,1692,1340,1151,1324
Nudt2,465,373,455,344,314,340
Nudt21,329,286,328,313,370,323.5
Nudt22,203,193.5,258,135.5,112.5,117.5
Nudt3,7270,5231,6503.5,5320,5845,4817
Nudt4,4180.5,3899,4470,3726,3860,3129
Nudt5,1937,1369,1884,1259.5,1461,1444.5
Nudt6,331.83,369.5,455,225,265,392
Nudt7,688,624,910,296,272,279
Nudt8,679,562,652,510.5,519,498
Nudt9,2212,1759,2009.5,1705,1508.83,1396.5
Nuf2,1496,1331,1157,637,707,1190
Nufip1,1145,884,1316,3257.33,3454,2645
Nufip2,6892,6260.5,8932,9301,14154,12865
Nuggc,0.5,1,3,1,2,1
Numa1,9278.83,8316.67,10553.5,7705.5,6162,9077.33
Numb,3546.75,3520.5,4618,3272.5,3365,5021
Numbl,614,604.5,741,465.5,332.5,505
Nup107,3382.5,2416,3534.5,1583,1449,1620
Nup133,2198,1771.5,2268.83,1523.5,1527.5,1879
Nup153,4736.5,3867,5777,5319,6561.5,6397
Nup155,2196,1678,2773.5,1866.5,2266,2575
Nup160,2367.5,1851,2587.5,2113,2517,2956.5
Nup188,3525,2757,4478.5,3303,4148.5,4087
Nup205,3318.5,2474,3799,2674,3545,3434
Nup210,4820.5,2923,4860,3405.5,3127.5,2537
Nup210l,133,128.5,231.83,172,364,333.5
Nup214,3403.17,2675.67,4210.17,3168.67,3439.5,4277
Nup35,158,105,127,98,178,179
Nup37,911.5,667.5,719,397.5,516,586.5
Nup42,538,413.5,671,322,491,710
Nup43,207.5,159.5,193.5,93.5,157,142
Nup50,4360.5,3340.5,4570.5,3762.5,4352,4104
Nup50l,0,0,0,0,0,0
Nup54,3162.5,2287,3194,3147.5,3875,3551
Nup58,3163,2521,3590,3748.5,6063,4418
Nup62,2023,1383.17,1897.33,1660.5,2459,2126.83
Nup62cl,1,0,0,0,1,3
Nup85,3256.5,2699.5,3089,1724,2088,2186
Nup88,2987.5,2275.5,3361.5,2906.5,3078.5,2823.5
Nup93,2572,1609.67,2816.17,1747.5,2161,1903.5
Nup98,4720,3753.5,5736,11415,15225,14113
Nupr1,2994,2588,2757.83,3508,4391,3715.33
Nupr2,29,32,43,17,13,25
Nus1,6974.5,5234,7007,11699,17842,13929
Nusap1,2314.5,2052.5,1859,1156,1118,2227
Nutf2,1110,673,1141,829,1075,828
Nutm1,0,0,2,2,1,1
Nutm2,0,0,0,0,0,1
Nvl,2247.5,1856.5,2745.17,1664,2025.67,2150.83
Nwd1,4.5,3.5,6.5,5,9,9.5
Nwd2,1.5,3,7,4.5,12.5,3.5
Nwd2os,0,0,0,0,0,0
Nxf1,4614.5,4010,7205.83,5837.5,10624,8353
Nxf2,12,8,11,9,7,4
Nxf3,0,0,1.5,2,0.5,0
Nxf7,0,0,1,1,1,0
Nxn,1781,1249.5,1389.5,1077.33,957,1042
Nxnl1,6,5,18,1,4,4
Nxnl2,3,1,1,1,0,0
Nxpe2,194.5,188,330.33,159.5,76.5,179.5
Nxpe3,388,278,242.5,329,422.5,216.5
Nxpe4,1810.5,1594.33,2865.83,2109.83,1203.5,1533.5
Nxpe5,4347,2753.5,5104.5,2845,3330.5,3573
Nxph1,3,5,1,4,5,0
Nxph2,1,1,0.5,1,2,0.33
Nxph3,0,0,0,0,5,3
Nxph4,3,1,1,0,3,2
Nxt1,1108,746,999,801,1007.5,921.5
Nxt2,1670,1619,1571,1402,1143,1738
Nyap1,97.5,77.33,104,60,41,63
Nyap2,1,5,5,6,9,1
Nynrin,964.5,1058,1363,429,197,549
Nyx,10,6.5,15,6,12,9
Oacyl,1,4,1,3,4,3
Oaf,688,355,666.5,1488.5,3738.5,1852
Oard1,1433,1398,1585,855,793,1024
Oas1a,5332,4480.5,3846.5,4951,5688.67,5658
Oas1b,441,568,694,513,877,822
Oas1c,474.5,487.5,565.5,341,279.5,447
Oas1d,0,1,0,0,1.5,0.33
Oas1e,0,2,0.5,0,0.5,2
Oas1f,1.5,3,1,1,1,1
Oas1g,1348.5,1386,1073.5,1515.5,2092.83,2203.83
Oas1h,43,96,58,56.5,131,251.5
Oas2,5088,5102,6119.5,6082,9464,14685
Oas3,4318,3645,1591,3575,2850.5,5198
Oasl1,583,572.5,334,742,946,884
Oasl2,6752.5,6287,3200,6990.5,5952,8488
Oat,7592,6720,6409.5,6972,7512,7631
Oaz1,12939.5,10078.83,11136,10655.5,10384.5,10117.5
Oaz1-ps,114,86,79,115,104.5,95
Oaz2,3270.5,2638.5,3339,2512,1907.5,2261.5
Oaz3,17.5,16.5,10,6,8.5,18.5
Obi1,780,576,774,338,451.5,550.33
Obox1,0,0,0,0,0,0
Obox2,0,0,0,0,0,0
Obox3,0.5,0,0.5,0,1,0
Obox5,0,0,0,0,0,0
Obox6,0,0,0.5,0,1,0
Obox7,0,0,0,0,0,0
Obp1a,0,0,1,0,0,0
Obp1b,0,0,0,0,0,0
Obp2a,1,0,0,0,1,2
Obp2b,0.33,0,0.83,0,1,4
Obscn,9.5,6,2,20.5,15.5,24.83
Obsl1,1.5,0,0,1,2,10
Oc90,4,2,4,0,2,3
Oca2,1,4.5,2,6,13,3
Ocel1,1058,934.5,1149,764,742,697
Ociad1,8185,6388,8180.5,7213,7660,7134
Ociad2,18,6,12,19,17,14
Ocln,1338,1588,810,674,431,1404
Ocm,0,0.33,2,1,1,1
Ocrl,2736.5,2127,4190,3333,4632,4385
Ocstamp,24,2,48,63.5,184,90
Odad1,472,377,586,213.5,260,224.5
Odad2,1,2,1,9,10.5,2
Odad3,7.5,5,4.5,6,2,3
Odad4,415,478.5,455,315.5,149,507.5
Odam,1,0,0,1,0,0
Odaph,2,4,2,0,2,1
Odc1,3346,2063,2563.5,9632.5,21530,8020
Odf1,0,0,0,0,2,1
Odf2,4177,3484.5,5346,4160.5,5088.5,6035
Odf2l,345,338,603,325,491,518
Odf4,1,0,0,1,2,0
Odr4,2427.5,2270,3180,2151.5,2113,2399
Ofcc1,748,623,591.5,471,509,1224.5
Ofd1,711.5,618.5,841,641,640,802
Oga,8730,7940,10781.5,6745.33,8198,7882
Ogdh,15358,10847,18148,16464,18237.5,17376
Ogdhl,4,6,4,20,15,9
Ogfod1,1747,1477.5,2054,1473,1744,1974
Ogfod2,1110,907,1013,593.5,633,645
Ogfod3,885,855.5,692.5,645.5,510.5,954
Ogfr,7264,6618,6118,6950,6410.5,6398
Ogfrl1,2330.5,2445,2571,1838,1648,1912
Ogg1,824.5,590,832.5,482,417.5,481
Ogn,1.5,3,0,1,0.5,1
Ogt,6840,7317,15605,8329,14778.5,12648.5
Oip5,342,289,306,105,122,189.5
Oip5os1,1936.5,1857,2384,1974,2147,1920
Oit3,18,18,14,18,23,28
Ola1,2920.5,2165.5,3154.5,2351.5,2319,1716
Olah,6,2,3,3,6,5
Olfm1,6351,6781,6949,5001,4995,3814
Olfm2,12.5,15,15.33,13.33,13,20
Olfm3,3,0,2,0,7,3
Olfm4,6,0,13,7,25,4
Olfm5,0,0,0,0,0,0
Olfml1,2,1,0,0,1,2
Olfml2a,21,12,11,37,28,81
Olfml2b,144,57,113,112,116,210
Olfml3,52,20,318,144,91,42
Olfr1096,0,0,0,0,0,0
Olfr1141,0,0,0,0,0,0
Olfr1285,0,0,0,0,0,0
Olfr192,0,0,0,0,0,0
Olfr197,0,0,0,0,0,0
Olfr209,0,0,0,0,0,0
Olfr421-ps1,0,0,0,0,0,0
Olfr765,0,0,0,0,0,0
Olfr851,0,0,0,1,0,0
Olfr908,0,0,0,0,0,0
Olfr936,0,0,0,0,0,0
Olig1,1,0,0,0,0,0
Olig2,0,0,0.5,0,0,0
Olig3,0,0,0,0,0,0
Olr1,841,303,2213.67,9131.5,19693.67,11102.75
Oma1,2091,1666.5,2012.5,1246,1309,1640.5
Omd,3,6,2.5,1,1,3
Omg,6,5,10.25,4,2.5,7
Omp,96,102,46.83,37.5,27.5,49
Omt2a,0,0,0,0,0,0
Omt2b,0,0,0,0.5,0,0
Onecut1,0.5,2,0,0.5,0,0
Onecut2,2,2,1,0,1,1
Onecut3,0.33,0,3.5,1,1,1.5
Ooep,0,0,0,0,0,0
Oog1,0,0,0,0,0,0.5
Oog2,0,0,0,0,0,0
Oog3,0,0,0,0,0,0
Oog4,0,2,0,0,0,0
Oosp1,19,15.5,2.5,10,3,10.5
Oosp2,3,1.5,1.5,1,0,1.5
Oosp3,0,0,0,1,0,0
Opa1,4226,3534,5014,3795,3898,4431
Opa3,1684,1226,1687,2030.5,2797,1941.5
Opalin,0,0,0,0,0,0
Opcml,17.5,13,13,24,27.5,14
Ophn1,836,622,2161,1512.5,1939,764
Oplah,925,617.5,977,658,655,728.5
Opn1mw,14.5,11.5,15.33,11,11,3.5
Opn1sw,2.5,0.5,1,3,0,4
Opn3,761,702,1085.5,700,908.5,683
Opn4,0,0,0,0,0,1
Opn5,0.5,0,1,0.5,1.5,0
Oprd1,2.5,1,3.5,2,2,0
Oprk1,0,0,0,0,0,0
Oprl1,5,4,4,5,3,3
Oprm1,173,209,178.5,282,244,406.5
Optc,1,2,0,0,1,0
Optn,645,628,531,712,1982,2192
Or10a2,0,0,0,0,0,0
Or10a3,0,0,0,0,0,0
Or10a3b,0,0,0,0,0,0
Or10a3m,0,0,0,0.5,0,0
Or10a3n,0,0,0,0,0,0
Or10a4,0,0,0,0,0,0
Or10a48,0,0,0,0,0,0
Or10a49,0,0,0,0,0,0
Or10a5,0,0,0,0,0,0
Or10aa1,6,8,9,6,19,0
Or10aa3,1,0,0,0,2,2
Or10ab4,0,0,0,0,0,0
Or10ab5,0,0,0,0,0,0
Or10ac1,0,1,0,0,1,0
Or10ad1,0,0,0,0,0,0
Or10ad1b,0,0,0,0,1,0
Or10ad1c,0,0.5,0,0,0,0
Or10ag2,0,0,0,0,0,0
Or10ag52,0,0,0,0,0,0
Or10ag53,0,0,0,0,0,0
Or10ag54,0,0,0,0,0,0
Or10ag56,0,0,0,0,0,0
Or10ag57,0,0,0,0,0,0
Or10ag58,0,0,0,0,0,0
Or10ag59,0,0,0,0,0,0
Or10ag60,0,0,0,0,0,0
Or10ak11,0,0,0,0,0,0
Or10ak12,0,0,0,0,0,0
Or10ak13,0,0,0,0,0,0
Or10ak14,2,1,0,1,1,0
Or10ak16,1,0,0,0,1,0
Or10ak7,0,0,0,0,0.5,0
Or10ak8,0,0,0,0,0,0
Or10ak9,0,0,0,0,0,0
Or10al2,0,0,0,0,0,0
Or10al3,0,0,0,0,0,0
Or10al4,0,0,0,0,0,0
Or10al5,0,0,0,0,0,0
Or10al6,0,0,0,0,0,0
Or10al7,0,0,0,0,0,0
Or10am5,0,1,0,0,0,0
Or10b1,0,0.5,0,1,0,0
Or10c1,1,0,0,0,0,0
Or10d1,1,0,0,0,0,0
Or10d1b,0,0,0,0,0,0
Or10d1c,0,0,0,0,0,0
Or10d3,0,0,0,0,0,0
Or10d4,0,0,0,0,0,0
Or10d4b,0,0,0,0,0,0
Or10d4c,0,0,0,0,0,0
Or10d5,0,0,0,0,0,1
Or10d5j,1,0,0,0,0,0
Or10g1,0,0,0,0,0,0
Or10g1b,0,0,0,0,0,0
Or10g3,0,0,0,0,0,0
Or10g3b,0,0,0,0,0,0
Or10g6,2,0,0,0,0,0
Or10g7,0,0,0,0,0,0
Or10g9,0,0,0,1,0,0
Or10g9b,0,0,0,0,0,0
Or10h1,0,0,0,0,0,0
Or10h1b,0,0,0,0,0,0
Or10h28,0,0,0,0,0,0
Or10h5,0,1,0,0,0,0
Or10j2,0,0,0,0,0,0
Or10j27,0,0,0,0,0,0
Or10j3,0,0,0,0,0,0
Or10j3b,0,0,0,0,0,0
Or10j5,0,0,0,0,0,0
Or10j7,0,0,0,0,0,0
Or10k2,0,0,0,0,0,0
Or10n1,0,0,0,0,0,0
Or10p1,0,0,0,0,0,0
Or10p21,0,0,0,0,0,0
Or10p22,0,0,0,0,0,0
Or10q1,0,0,0,0,0,0
Or10q12,0,0,0,0,0,0
Or10q1b,0,0,0,0,1,0
Or10q3,0,0,0,0,0,0
Or10s1,0,0,0,0,0,0
Or10u3,0,0,0,0,0,0
Or10u4,0,0,0,0,0,0
Or10v1,0,0,0.5,0.5,4.5,2
Or10v5,2,3,3,3,8,2
Or10v9,1,0,0,0,0,0
Or10w1,0,0,0,0,0,0
Or10x1,0,0,0,0,0,0
Or10x4,0,0,0,0,0,0
Or10z1,0,0,0,0,0,0
Or11a4,0,0,0,0,0,0
Or11g1,0,0,0,0,0,0
Or11g2,1,0,0,0,0,0
Or11g24,0,0,0,0,0,0
Or11g25,0,0,1,1,0,0
Or11g26,0,0,0,0,0,0
Or11g27,0,0,0,0,0,0
Or11g7,0,0,0,1,0,0
Or11h23,0,0,0,0,0,0
Or11h4,1,1,0,0,2,0
Or11h4b,0,0,0,0,0,0
Or11h6,0,0,0,0,0,0
Or11h7,0,0,0,0,0,0
Or11i1,0,0,0,0,0,0
Or11j4,0,0,0,0,0,0
Or11l3,0,1,0,0,0,0
Or11m3,1.5,0,1,0,0,0
Or11n2,0,0,0,0,0,0
Or11q2,0,0,0,0,0,0
Or12d12,1,0,0,0,0,0
Or12d13,0,0,0,0,0,0
Or12d17,0,0,0,0,0,0
Or12d2,0,0,0,0,0,0
Or12e1,0,0,0,0,0,0
Or12e10,0,0,0,0,0,0
Or12e13,0,1,0,0,0,0
Or12e7,0,0,0,0,0,0
Or12e8,0,0,0,0,0,0
Or12e9,0,0,0,0,0,0
Or12j2,0,0,0,0,0,0
Or12j3,0,0,0,0,0,0
Or12j4,0,0,0,0,0,0
Or12j5,0,0,0,0,0,0
Or12k5,0,0,0,0,0,0
Or12k7,0,0,0,0,0,0
Or12k8,0,0,0,0,0,0
Or13a1,0,0,0,0,0,0
Or13a17,0,0,0,0,0,0
Or13a18,0.5,0,0,0,0,0
Or13a19,0,0,0,0,0,0
Or13a20,0,0,0,1.5,0,0
Or13a21,0,0,0,0,0,0
Or13a22,0,0,0,0,0,0
Or13a24,0,0,0,0,0,0
Or13a25,0,0,0,0,0.5,0
Or13a26,0,0,0,0,0,0
Or13a27,0,0,1,0,0,0
Or13a28,0,0,0,0,2,0
Or13ae2,0,0,0,0,0,0
Or13c25,0,0,2,0,0,0
Or13c3,0,0,0,0,0,0
Or13c7,0.5,0,0,0,0,0
Or13c7b,0,0,0,0,0,0
Or13c7c,0,1,0,0,0,0
Or13c7d,0,0,0,0,0,0
Or13c7e-ps1,0,0,0,0,0,0
Or13d1,0,0,0,0,0,0
Or13e8,0,0,0,0,0,0
Or13f5,0,0,0,0,0,0
Or13g1,0,0,0,1,0,0
Or13j1,0,0,0,0,0,0
Or13l2,0,0,0,0,0,0
Or13n4,0,0,0,1,0,0
Or13p10,0,0,0,0,0,0
Or13p3,0,0,0,0,0,0
Or13p4,0,0,1,0,0,0
Or13p5,0,0,0,0,0,0
Or13p8,0,0,0,0,0,0
Or14a256,0,0,0,0,0,0
Or14a257,0,0,0,0,0,0
Or14a258,0,0,0,0,0,0
Or14a259,0,0,1,0,0,0
Or14a260,0,0,0,0,0,0
Or14c39,0,0,0,0,0,0
Or14c40,0,0,0,0,0,0
Or14c41,0,0,0,0,0,0
Or14c43,0,0,0,0,0,0
Or14c44,0,0,0,0,0,0
Or14c45,0,0,0,0,0,0
Or14c46,0,0,0,0,0,0
Or14j1,0,0,0,0,0,0
Or14j10,0,0,0,0,0,0
Or14j2,0,0,0,0,0,0
Or14j3,0,0,0,0,0,0
Or14j4,0,0,0,0,0,0
Or14j5,0,0,0,0,0,0
Or14j6,0,0,0,0,0,0
Or14j7,0,0,0,0,0,0
Or14j8,0,0,0,0,0,0
Or14j9,0,0,0,0,0,0
Or1a1,0,0,0,0,0,0
Or1a1b,0,0,0,0,0,0
Or1aa2,0,0,0,0,0,0
Or1ab2,0,0,0,1,0,1
Or1ad1,0,0,0,0,0,0
Or1ad6,0,0,0,0,0,0
Or1ad8,0,0,0,0,0,0
Or1af1,0,1,0,0,0,0
Or1ak2,0,0,0,0,0,0
Or1b1,0,0,0,0,0,1
Or1d2,0,0,0,0,0,0
Or1e1,0,0,0,0,0,0
Or1e16,0,0,1,0,0,1
Or1e17,0,0,0,0,1,1
Or1e19,0,0,0,0,0,0
Or1e1c,0,0,0,0,0,0
Or1e1f,0,0,0,0,0,0
Or1e21,0,0,0,0,0,0
Or1e22,0,0,0,0,0,1
Or1e23,0,1,0,1,0,0
Or1e25,0,0,0,0,0,0
Or1e26,0,0,0,0,0,2
Or1e29,0,0,0,0,0,0
Or1e30,0,0,0,0,0,0
Or1e31,0,0,0,1,0,0
Or1e32,0,0,0,0,2,0
Or1e33,0,0,0,0,0,0
Or1e34,0,0,0,0,0,0
Or1e35,0,0,0,0,0,0
Or1e36-ps1,0,0,0,0,0,0
Or1f12,0,0,0,0,0,0
Or1f19,0,0,0,0,0,0
Or1i2,0,0,0,0,0,0
Or1j1,0,0,0,0,0,0
Or1j10,0,0,0,0,0,0
Or1j11,0,0,0,0,0,0
Or1j12,0,0,1,0,0,0
Or1j13,0,0,0,0,0,0
Or1j14,0,0,0,0,1,0
Or1j15,0,0,0,0,0,0
Or1j16,0,0,0,0,0,0
Or1j17,0,0,0,0,0,0
Or1j18,0,0,0,0,0,0
Or1j19,0,0,0,0,0,0
Or1j20,0,0,0,0,0,0
Or1j21,0,0,0,0,0,0
Or1j4,0,0,0,0,0,0
Or1l4,0,0,0,0,0,0
Or1l8,0,0,0,0,0,0
Or1m1,0,0,0,0,1,0
Or1n1,0,0,0,0,0,0
Or1n1b,0,0,0,0,0,0
Or1n2,0,0,0,0,0,0
Or1o1,0,0,0,0,0,0
Or1o11,0,0,0,0,0,0
Or1o2,0,0,0,0,0,0
Or1o3,3,3,2,0,4,5
Or1o4,14,17,26,46,53,40
Or1p1,1,0,0,0,1,0
Or1p1c,0,1,0,0,0,0
Or1q1,0,0,0,0,0,0
Or1r1,0,0,0,0,0,0
Or1s2,0,0,0,0,1,0
Or1x2,1,1,0,0,0,0
Or1x6,0,0,0,0,0,0
Or2a12,0,0,0,0,0,0
Or2a14,0,0,0,0,0,0
Or2a20,0,0,0,0,0,0
Or2a25,0,0,0,0,0,0
Or2a5,0,1,0,2,0,1
Or2a51,0,0,0,0,0,0
Or2a52,0,0,0,0,0,0
Or2a54,0,0,0,0,0,0
Or2a56,0,0,0,0,0,0
Or2a57,0,0,0,0,0,0
Or2a7,0,0,0,0,0,0
Or2aa1,0,0,0,0,0,0
Or2ab1,0,0,0,0,0,0
Or2ad1,0,0,0,0,0,0
Or2ag1,0,0,0,0,0,1
Or2ag12,0,0,0,0,0,0
Or2ag13,0,0,0,0,0,0
Or2ag15,0,0,0,0,0,0
Or2ag16,0,0,0,0,0,0
Or2ag17,0,0,0,0,0,1
Or2ag18,2,0,1,0,1,0
Or2ag19,0,1,0,0,0,0
Or2ag1b,0,0,0,0,0,0
Or2ag2,0,0,0,0,0,0
Or2ag20,0,0,0,0,0,0
Or2ag2b,1,1,0,3,1,2
Or2ah1,0,0,0,0,0,0
Or2aj4,0,0,0,0,0,0
Or2aj5,0,0,0,0,0,0
Or2aj6,0,0,0,0,0,0
Or2ak4,0,0,0,0,0,0
Or2ak5,0,0,0,0,0,0
Or2ak6,0,0,0,0,0,0
Or2ak7,0,0,0,0,0,0
Or2at1,0,0,0,1,1,0
Or2at4,1,0,0,0,0,0
Or2av9,0,0,0,0,0,0
Or2b11,0,0,0,0,2,0
Or2b2,0,0,0,0,0,0
Or2b28,0,0,0,0,0,0
Or2b2b,0,0,0,0,0,0
Or2b4,0,0,2,0,0,0
Or2b6,0,0,0,0,0,0
Or2b7,0,0,0,0,0,0
Or2bd2,0,0,0,0,0,1
Or2c1,1,0,0,0,1,0
Or2d2,0,0,0,0,0,0
Or2d2b,0,0,0,0,0,0
Or2d3,0,0,0,0,0,0
Or2d36,0,0,0,0,0,0
Or2d3b,0,0,0,0,0,0
Or2d4,0,0,0,0,0,0
Or2f1,0,0,0,0,0,0
Or2f1b,0,0,0,0,0,0
Or2f2,0,0,0,0,0,0
Or2g1,0,0,0,0,0,0
Or2g25,0,0,0,0,0,0
Or2g7,0,0,0,0,0,0
Or2h1,2,1,0,0,1,1
Or2h15,0,0,0,0,0,0
Or2h1b,0,0,0,0,0,0
Or2h2,0,0,0,0,0,0
Or2h2c,0,0,0,0,0,0
Or2i1,0,0,1,0,0,0
Or2j3,0,0,0,0,0,0
Or2j6,0,0,0,0,0,0
Or2k2,1,0,0,0,1,0
Or2l13,0,0,0,1,0,0
Or2l13b,0,0,0,0,0,0
Or2l5,0,0,0,0,0,0
Or2m12,3,0,0,2,3,0
Or2m13,0,0,2,1,2,2
Or2n1,0,0,0,0,1,0
Or2n1b,0,0,0,0,0,0
Or2n1c,0,0,0,0,0,0
Or2n1d,0,0,0,0,0,0
Or2n1e,0,0,0,0,0,0
Or2o1,0,0,0,0,0,0
Or2p2,0,0,0,0,0,0
Or2q1,0,0,0,0,0,0
Or2r11,0,0,0,2,0,1
Or2r2,1.5,0,2,0.5,2,6
Or2r3,0,0,0,0,0,0
Or2t1,0,0,0,0,0,0.5
Or2t26,0,0,0,0,0,0
Or2t29,0,0,0,0,0,0
Or2t43,0,1,0,0,0,0
Or2t44,0,0,0,0,0,0
Or2t45,0,0,0,0,0,0
Or2t46,0,0,0,0,0,0
Or2t47,0,0,0,0,0,0
Or2t48,0,0.5,0,0,0,0
Or2t49,0,0,0,0,0,0
Or2t6,0,0,0,0,0,0
Or2v1,2,1,1,1,1,3
Or2v2,0,1,2,0,1,1
Or2w1,0,0,0,0,0,0
Or2w2,0,0,0,0,0,0
Or2w25,0,0,0,0,0,0
Or2w3,0,0,0,0,0,0
Or2w3b,0,0,0,0,0,0
Or2w4,0,0,0,1,0,0
Or2w6,0,0,0,0,0,1
Or2y1,0,0,0,0,0,0
Or2y10,0,0,0,0,0,0
Or2y11,0,0,0,0,0,0
Or2y12,0,0,0,0,0,0
Or2y13,0,0,0,0,0,0
Or2y14,0,0,0,0,0,0
Or2y15,0,0,0,0,0,0
Or2y16,0,0,0,0,0,0
Or2y17,0,0,0,0,0,0
Or2y1b,0,0,0,0,0,0
Or2y1c,0,0,0,0,0,0
Or2y1d,0,0,0,0,0,0
Or2y1e,0,0,0,0,0,0
Or2y1f,1,0,2,0,0,0
Or2y1g,3.5,7,15,5,7,8
Or2y3,0,0,0,0,0,0
Or2y6,0,0,0,0,0,0
Or2y7,1,1,5,0,2,7
Or2y8,0,0,0,0,0,0
Or2z2,0,1,0,0,0,0
Or2z8,0,0,0,0,0,0
Or2z9,1,0,0,0,0,0
Or3a1,0,0,0,0,0,0
Or3a10,0,0,0,0,0,0
Or3a1b,0,0,0,0,0,0
Or3a1c,0,0,0,0,0,0
Or3a1d,0,0,1,0,0,0
Or3a4,0,0,0,0,0,0
Or4a15,0,0,1,0,0,0
Or4a2,0,0,1,0,0,0
Or4a27,0,0,0,0,0,0
Or4a39,0,0,0,0,0,0
Or4a47,0,0,0,0,0,1
Or4a66,0,0,0,0,0,0
Or4a67,0,0,0,0,0,0
Or4a68,0,0,0,0,0,0
Or4a69,0,0,0,0,0,0
Or4a70,0,0,0,0,0,0
Or4a71,0,0,0,0,0,0
Or4a72,0,0,0,0,0,0
Or4a73,0,0,0,0,0,0
Or4a74,1,0,0,0,0,0
Or4a75,0,0,0,0,0,0
Or4a76,0,0,0,0,0,0
Or4a77,0,0,0,0,0,0
Or4a78,0,0,0,0,0,0
Or4a79,0,0,0,0,0,0
Or4a80,1,0,0,0,0,0
Or4a81,0,0,0,0,0,0
Or4b1,0,0,0,0,0,0
Or4b12,0,0,0,0,0,0
Or4b13,0,0,0,0,0,0
Or4b1b,0,0,0,0,0,0
Or4b1c,0,0,0,0,0,0
Or4b1d,0,0,0,0,1,0
Or4c1,0,0,0,0,0,0
Or4c10,0,0,0,0,0,0
Or4c100,0,0,0,0,0,0
Or4c101,0,0,0,0,0,0
Or4c102,0,0,0,0,0,0
Or4c103,0,0,0,2,0,0
Or4c104,0,0,0,0,0,0
Or4c105,0,0,0,0,0,0
Or4c106,0,0,0,0,0,0
Or4c107,0,0,0,0,0,0
Or4c108,0,1,0,0,0,0
Or4c109,0,0,0,0,0,1
Or4c10b,0,0,0,0,0,0
Or4c11,0,0,0,0,0,0
Or4c110,0,0,0,0,0,0
Or4c111,0,0,0,0,0,0
Or4c112,0,0,0,0,0,0
Or4c113,0,0,0,0,0,0
Or4c114,0,0,0,0,0,0
Or4c115,0,0,0,0,0,0
Or4c116,0,0,0,0,0,0
Or4c117,0,0,0,0,0,0
Or4c118,0,0,0,0,0,0
Or4c11b,0,0,0,0,0,0
Or4c11c,0,0,0,0,0,0
Or4c12,0,0,0,0,1,0
Or4c120,0,0,0,0,0,0
Or4c121,0,0,0,0,0,0
Or4c122,0,0,0,0,0,0
Or4c123,0,0,0,0,0,0
Or4c124,0,0,0,0,0,0
Or4c125,0,0,0,0,0,0
Or4c126,0,0,0,0,0,0
Or4c127,0,0,0,0,0,0
Or4c12b,0,0,0,0,0,0
Or4c15,0,0,0,0,0,0
Or4c15b,0,0,0,0,0,0
Or4c29,0,0,0,1,0,0
Or4c3,0,0,0,1,1,1
Or4c31,0,0,0,0,0,0
Or4c35,0,1,0,0,0,0
Or4c3d,0,0,0,0,0,0
Or4c52,0,0,0,0,0,0
Or4c58,1,0,0,0,0,0
Or4d1,0,0,1,0,1,0
Or4d10,0,0,0,0,1,1
Or4d10b,1,0,0,0,0,0
Or4d10c,0,0,0,0,0,1
Or4d11,0,0,0,0,0,0
