gene,SRR16936780,SRR16936781,SRR16936782,SRR16936792,SRR16936793,SRR16936794
Gm52261,0,0,0,0,0,0
Gm52262,4,0,0,3,0,0
Gm52263,0,0,0,0,0,0
Gm52264,0,0,0,1,0,1
Gm52266,0,0,0,0,0,0
Gm52280,0,0,0,0,0,0
Gm52283,0,2,0,0,0,1
Gm52284,0,3,11,4,12,0
Gm52285,4,6,3,2,2,5
Gm52286,0,1,1,2,1,0
Gm52287,0,0,0,1,0,0
Gm52288,0,0,0,0,0,0
Gm52290,100,83,116,39,49,32
Gm52291,0,0,0,0,0,0
Gm52292,0,0,0,0,0,0
Gm52294,0,1,6,0,5,2
Gm52295,0,0,0,0,0,0
Gm52296,0,0,0,0,0,0
Gm52297,0,0,0,0,0,0
Gm52298,0,0,0,0,0,0
Gm52299,4,1,0,8,3,2
Gm52300,0,0,0,0,0,0
Gm52301,0,0,0,1,0,0
Gm52302,0,0,0,0,0,0
Gm52303,0,0,0,0,0,0
Gm52304,0,0,0,0,0,0
Gm52305,0,0,0,0,0,0
Gm52306,0,0,0,0,1,0
Gm52307,0,0,0,0,0,0
Gm52308,0,0,0,0,0,0
Gm52309,0,0,0,0,0,0
Gm52310,88,82,75,69,50,45
Gm52312,0,2,6,3,0,3
Gm52313,0,0,2,11,20,5
Gm52315,0,3,0,0,0,0
Gm52316,0,0,0,2,0,1
Gm52318,0,0,1,1,0,0
Gm52319,0,0,0,0,0,0
Gm52320,0,0,0,0,1,0
Gm52321,0,0,0,0,0,0
Gm52327,0,0,0,0,0,0
Gm52328,0,0,0,0,0,0
Gm52329,2,0,1,0,2,0
Gm52330,0,0,4,0,1,0
Gm52331,0,0,0,0,0,0
Gm52332,0,0,0,0,0,0
Gm52333,0,0,0,0,0,0
Gm52334,0,0,0,0,0,0
Gm52336,0,0,0,0,0,0
Gm52338,0,0,0,0,0,0
Gm52340,0,0,0,0,0,0
Gm52341,0,0,0,0,0,0
Gm52342,0,0,0,0,0,0
Gm52343,0,1,1,0,1,0
Gm52344,0,0,0,0,0,0
Gm52345,0,0,0,0,0,0
Gm52346,0,0,0,0,0,0
Gm52347,0,0,0,0,0,0
Gm52348,9,5,3,0,1,2
Gm52349,0,0,0,0,0,0
Gm52350,0,0,0,0,0,0
Gm52351,0,0,0,0,0,0
Gm52353,0,0,0,0,0,0
Gm52354,7,3,7,0,0,4
Gm52355,0,0,0,0,0,0
Gm52356,0,0,0,0,0,0
Gm52357,0,4,2,0,0,0
Gm52358,3,3,2,1,13,2
Gm52359,0,0,0,1,0,0
Gm52360,0,0,0,0,0,0
Gm52361,0,0,0,0,0,0
Gm52362,0,0,0,0,0,0
Gm52364,0,0,0,0,0,0
Gm52380,3,0,4,1,3,0
Gm52381,3,0,0,0,1,0
Gm52382,0,0,0,0,0,0
Gm52383,0,0,2,0,0,0
Gm52384,0,0,0,0,0,0
Gm52385,0,0,0,0,0,3
Gm52386,0,0,0,0,0,0
Gm52387,2,0,0,0,0,0
Gm52389,0,0,0,0,0,0
Gm52390,4,0,0,0,0,0
Gm52391,0,0,0,0,0,0
Gm52392,0,0,0,0,0,0
Gm52393,0,0,0,0,0,0
Gm52394,0,0,0,0,0,0
Gm52395,0,3,1,0,0,2
Gm52396,0,0,0,0,0,0
Gm52397,2,1,6,0,4,0
Gm52398,0,0,0,0,0,0
Gm52399,1,5,8,8,3,5
Gm52400,1,0,0,0,0,3
Gm52402,0,0,0,0,0,0
Gm52404,0,0,0,0,0,0
Gm52405,0,0,0,0,0,0
Gm52406,7,15,6,43,18,7
Gm52407,4,0,4,0,0,2
Gm52408,0,0,0,0,0,0
Gm52418,0,0,0,0,0,0
Gm52419,0,0,0,0,0,0
Gm52421,0,0,0,0,0,0
Gm52422,23,19,13,18,14,14
Gm52427,0,0,0,0,0,0
Gm52428,0,0,0,0,0,0
Gm52430,0,0,0,0,0,2
Gm52431,0,0,0,0,0,0
Gm52438,0,0,0,0,0,0
Gm52440,5,8,2,2,1,2
Gm52444,0,0,0,0,0,0
Gm52447,0,0,0,0,0,0
Gm52451,0,0,0,0,0,0
Gm52456,67,38,51,48,34,26
Gm52481,6,2,54,9,1,67
Gm52482,30,41,34,13,25,40
Gm52483,0,0,0,0,0,0
Gm52485,0,0,0,0,0,0
Gm52486,0,0,0,0,0,0
Gm52487,0,0,0,0,0,0
Gm52490,0,0,0,0,0,0
Gm52493,0,0,0,0,0,0
Gm52494,0,0,0,0,1,0
Gm525,0,0,0,0,0,0
Gm52500,10,2,5,2,3,2
Gm52502,0,0,0,0,0,0
Gm52503,0,0,0,2,0,0
Gm52504,0,0,0,0,1,0
Gm52505,0,1,0,0,0,0
Gm52506,0,0,0,0,0,0
Gm52507,0,6,4,1,0,0
Gm52508,0,0,0,0,0,0
Gm52509,0,0,0,0,0,0
Gm52511,0,0,0,0,0,0
Gm52512,0,0,0,0,0,0
Gm52513,0,0,0,0,0,0
Gm52514,0,0,0,0,0,0
Gm52515,0,0,0,0,0,0
Gm52518,0,0,0,0,0,0
Gm52519,0,0,0,0,0,0
Gm52520,1,0,0,0,3,0
Gm52521,0,0,0,0,0,0
Gm52522,0,0,0,2,0,0
Gm52523,0,0,0,0,0,0
Gm52524,0,0,0,0,0,0
Gm52525,0,0,0,0,0,0
Gm52526,0,0,0,0,3,0
Gm52527,0,0,0,0,0,2
Gm52528,0,0,0,0,0,0
Gm52529,0,0,0,0,0,0
Gm52530,0,0,0,0,0,0
Gm52531,0,0,0,0,0,0
Gm52532,0,0,0,0,0,0
Gm52533,0,2,0,1,1,4
Gm52534,0,2,0,0,0,0
Gm52536,0,0,0,0,0,0
Gm52537,0,0,0,0,0,0
Gm52538,0,0,0,0,0,0
Gm52539,0,0,0,0,0,0
Gm52540,0,0,0,0,0,0
Gm52543,0,0,0,0,0,0
Gm52546,1,0,2,0,0,0
Gm52547,0,1,3,0,0,2
Gm52548,0,0,0,0,0,0
Gm52550,0,0,2,0,0,0
Gm52551,0,0,0,2,0,0
Gm52552,0,0,0,0,1,0
Gm52553,0,0,0,0,0,0
Gm52554,0,0,0,0,2,1
Gm52555,0,0,0,0,0,0
Gm52556,0,0,0,0,0,0
Gm52558,1,2,2,0,0,0
Gm52560,0,0,0,0,0,0
Gm52561,0,0,0,0,0,0
Gm52562,8,5,6,0,2,2
Gm52564,0,0,0,0,0,0
Gm52565,6,0,1,0,3,1
Gm52566,0,0,0,0,0,0
Gm52568,34,23,23,20,9,15
Gm52569,0,0,0,0,0,0
Gm52570,0,0,0,0,2,1
Gm52571,0,0,0,0,0,0
Gm52572,0,0,0,0,0,0
Gm52573,0,0,0,0,0,0
Gm52574,0,0,0,0,0,0
Gm52576,0,0,0,1,0,0
Gm52577,0,0,0,0,0,0
Gm5258,0,0,0,0,0,0
Gm52598,1,0,0,0,0,0
Gm52599,10,10,7,3,8,4
Gm52600,3,0,0,0,0,0
Gm52601,2,9,20,0,3,0
Gm52602,0,0,0,0,0,0
Gm52603,0,0,1,0,0,0
Gm52604,0,0,0,0,0,0
Gm52607,0,0,0,0,0,0
Gm52608,0,0,0,0,0,0
Gm52609,0,0,0,0,0,0
Gm52611,0,0,0,0,0,0
Gm52613,0,0,0,0,0,0
Gm52614,0,0,0,0,0,0
Gm52615,0,0,0,0,0,0
Gm52616,0,0,0,0,0,0
Gm52617,1,0,0,0,0,0
Gm52618,0,0,0,0,0,0
Gm52620,0,0,0,0,0,0
Gm52621,0,0,0,0,0,0
Gm52623,0,0,0,0,0,0
Gm52625,0,0,0,0,0,0
Gm52626,0,0,1,2,0,2
Gm52628,0,0,3,0,1,0
Gm52629,27,22,25,36,38,16
Gm52630,0,0,0,0,0,0
Gm52631,0,0,0,0,0,0
Gm52633,0,0,0,0,0,0
Gm52634,6,0,0,0,5,3
Gm52635,0,0,0,0,0,0
Gm52636,0,0,0,0,0,0
Gm52637,0,0,0,0,0,0
Gm52639,0,0,0,0,0,0
Gm52666,1,0,0,0,1,0
Gm52667,0,0,0,0,1,1
Gm52668,3,9,6,1,0,0
Gm52669,0,0,0,0,0,1
Gm52670,0,0,1,0,0,0
Gm52672,0,0,0,0,0,0
Gm52673,0,0,0,0,0,0
Gm52674,0,0,1,0,0,0
Gm52675,0,0,0,0,0,0
Gm52676,0,0,0,0,0,0
Gm52677,0,0,0,0,0,0
Gm52678,0,0,0,0,0,0
Gm52679,0,0,0,0,0,0
Gm52680,0,0,0,0,0,0
Gm52681,8,3,0,2,3,8
Gm52682,5,5,9,2,15,5
Gm52683,0,0,0,0,0,0
Gm52684,0,0,0,0,0,0
Gm52685,0,0,0,0,0,0
Gm52686,0,0,0,0,0,0
Gm52687,0,0,0,0,0,0
Gm52688,0,0,0,0,0,0
Gm52689,0,0,0,0,0,0
Gm52691,0,1,0,0,0,1
Gm52692,0,5,1,5,2,6
Gm52694,0,0,0,0,0,0
Gm52697,2,0,2,0,3,1
Gm52698,0,0,0,0,2,0
Gm52699,0,0,0,0,0,0
Gm527,22,26,29,24,25,34
Gm52700,0,0,0,0,0,0
Gm52702,11,13,23,17,9,12
Gm52703,0,0,0,0,0,0
Gm52704,4,2,1,1,8,7
Gm52705,0,0,0,0,0,0
Gm52706,1,2,0,3,3,0
Gm52707,0,0,0,0,0,0
Gm52708,12,11,7,4,2,9
Gm52709,0,0,0,0,0,0
Gm52710,0,0,0,0,0,0
Gm52711,0,0,0,0,0,2
Gm52712,0,0,0,0,0,0
Gm52713,8,8,2,3,8,4
Gm52714,0,0,0,0,0,0
Gm52715,0,0,0,0,0,0
Gm52716,0,0,0,0,0,0
Gm52718,0,0,0,0,0,0
Gm52719,0,0,0,0,0,0
Gm52720,0,0,0,0,0,0
Gm52721,0,0,0,0,0,0
Gm52723,2,0,0,0,0,0
Gm52724,0,0,3,1,0,1
Gm52725,0,0,0,0,0,0
Gm52726,0,0,0,0,0,0
Gm52727,1,4,1,2,0,0
Gm52729,0,0,0,0,0,0
Gm52731,0,0,0,0,0,0
Gm52732,0,1,0,1,0,0
Gm52733,1,0,0,0,0,0
Gm52734,0,2,1,0,1,0
Gm52735,0,0,0,0,0,0
Gm52736,0,0,0,0,0,0
Gm52738,0,0,0,0,0,0
Gm52739,0,1,0,0,0,0
Gm52740,0,0,0,0,0,0
Gm52741,0,0,3,0,0,0
Gm52742,0,0,0,1,0,2
Gm52743,0,0,5,0,1,0
Gm52763,0,0,0,0,0,0
Gm52764,0,0,0,0,0,0
Gm52766,0,0,0,0,0,0
Gm52767,0,0,0,0,0,0
Gm52770,0,0,0,0,0,0
Gm52771,3,1,4,4,0,4
Gm52772,0,0,0,0,0,0
Gm52775,0,0,0,0,0,0
Gm52777,3,2,1,3,2,1
Gm52778,0,0,0,0,1,0
Gm52779,5,1,0,0,0,0
Gm52780,0,0,0,0,0,0
Gm52781,0,0,0,0,0,0
Gm52783,0,0,0,0,8,3
Gm52785,0,0,0,0,0,0
Gm52786,0,0,0,0,0,0
Gm52788,0,0,0,0,0,0
Gm52789,1,2,7,1,1,1
Gm52790,0,0,0,0,0,0
Gm52791,0,0,0,0,0,0
Gm52792,0,0,0,0,0,0
Gm52793,0,0,0,0,0,0
Gm52794,0,0,0,0,0,0
Gm52797,0,0,0,0,0,0
Gm52798,0,0,0,0,0,0
Gm52800,0,0,0,0,0,0
Gm52802,0,0,0,0,0,0
Gm52803,0,0,0,0,0,0
Gm52804,0,0,0,0,0,0
Gm52805,0,0,0,0,0,0
Gm52806,0,0,0,0,0,1
Gm52807,0,0,0,0,0,0
Gm52808,0,0,0,0,0,0
Gm52810,0,0,0,0,0,0
Gm52811,0,0,0,0,0,0
Gm52812,0,0,0,0,0,0
Gm52813,0,0,0,0,0,0
Gm52815,0,0,0,0,1,0
Gm52816,0,0,0,0,0,0
Gm52817,0,0,0,0,0,0
Gm52818,0,0,0,0,0,0
Gm52819,0,0,0,0,0,0
Gm52820,0,0,0,0,0,0
Gm52821,0,0,0,0,0,0
Gm52822,0,0,0,0,0,0
Gm52823,2,3,2,0,9,2
Gm52824,8,8,6,7,6,3
Gm52826,0,0,0,0,0,0
Gm52827,0,0,0,0,0,0
Gm52828,0,1,0,0,0,0
Gm52829,0,0,0,0,0,0
Gm52830,0,0,0,0,0,0
Gm52831,0,2,0,0,0,0
Gm52832,1,0,1,0,0,0
Gm52833,0,0,0,0,1,2
Gm52834,0,0,0,0,0,0
Gm52857,0,0,0,0,0,0
Gm52858,0,0,1,0,0,0
Gm52859,1,4,2,1,0,0
Gm52860,0,0,0,0,0,1
Gm52861,4,4,4,1,4,1
Gm52863,1,0,0,0,0,0
Gm52864,0,0,0,0,0,0
Gm52865,0,0,0,0,0,0
Gm52866,10,2,1,0,1,6
Gm52869,0,0,0,0,0,2
Gm52870,1,0,0,1,0,0
Gm52871,0,0,0,0,0,0
Gm52872,0,0,0,0,0,0
Gm52873,20,5,17,9,13,11
Gm52874,0,0,0,0,0,0
Gm52875,0,0,0,0,0,0
Gm52877,1876,1343,1360,424,570,482
Gm52878,1,3,2,5,0,3
Gm52879,0,0,0,0,0,0
Gm52881,0,0,1,1,4,0
Gm52885,3,0,7,6,3,0
Gm52886,0,0,0,0,0,0
Gm52888,0,0,0,0,0,0
Gm52889,81,51,51,72,73,58
Gm52890,0,0,0,0,0,2
Gm52892,0,0,0,0,0,0
Gm52893,0,0,0,0,0,0
Gm52895,8,0,2,0,0,0
Gm52896,0,0,0,0,0,0
Gm52897,0,0,0,0,0,0
Gm52898,0,0,0,0,0,0
Gm52899,0,0,0,0,0,0
Gm52900,0,0,0,0,0,0
Gm52901,0,0,0,0,0,1
Gm52902,0,0,0,0,0,0
Gm52903,0,0,0,0,0,0
Gm52904,0,1,4,3,2,0
Gm52906,0,0,0,0,0,0
Gm52907,0,1,2,1,0,0
Gm52910,13,17,42,34,31,18
Gm52912,0,0,0,1,0,3
Gm52913,0,0,0,0,0,0
Gm52915,0,0,0,0,0,0
Gm52916,0,0,0,0,0,0
Gm52917,0,0,0,0,0,0
Gm52918,0,0,0,0,0,0
Gm52919,0,0,0,0,0,0
Gm52920,4,3,5,6,0,4
Gm52922,0,0,0,0,0,0
Gm52923,0,0,1,0,0,0
Gm52924,0,0,0,0,0,0
Gm52926,0,0,0,0,0,0
Gm5296,36,21,35,21,39,20
Gm52989,0,0,0,0,0,0
Gm53,0,0,0,0,0,0
Gm53042,0,0,0,0,0,0
Gm53051,0,0,0,0,0,0
Gm53053,0,0,0,0,0,0
Gm53055,4,8,5,12,0,5
Gm53057,0,0,0,0,0,0
Gm53058,0,0,0,1,0,1
Gm53059,1,1,0,0,3,0
Gm53062,0,0,0,0,0,0
Gm53063,0,0,0,0,0,0
Gm53065,12,5,3,9,4,3
Gm53066,95,106,129,50,91,49
Gm53067,12,10,11,16,10,3
Gm5316,0,0,0,0,0,0
Gm53172,0,0,0,0,0,0
Gm53173,0,0,0,0,0,0
Gm53174,0,0,0,0,0,0
Gm53176,1,2,7,0,0,0
Gm53177,0,0,0,0,0,3
Gm53178,0,0,0,0,0,0
Gm53180,0,0,0,0,0,0
Gm53181,0,0,0,0,0,0
Gm53182,0,0,0,0,0,0
Gm53183,82,54,85,85,94,62
Gm53184,0,0,0,1,0,0
Gm53187,0,0,0,0,0,0
Gm53188,0,0,0,0,0,0
Gm53190,0,0,0,0,0,0
Gm53191,24,16,19,24,22,20
Gm53194,6,2,2,0,0,0
Gm53195,0,0,0,0,0,0
Gm53196,23,28,31,24,10,17
Gm53197,0,2,1,1,1,1
Gm53198,0,0,0,0,0,0
Gm53199,0,0,0,0,0,0
Gm53200,0,0,0,0,0,0
Gm53201,0,0,0,0,0,0
Gm53202,0,0,0,0,0,0
Gm53203,0,0,0,0,0,0
Gm53204,14,20,24,34,22,33
Gm53205,0,0,0,0,0,0
Gm53206,0,0,0,0,0,0
Gm53207,18,33,9,11,3,21
Gm53208,17,8,17,8,15,8
Gm53209,2,0,0,0,1,0
Gm53210,4,13,1,0,2,4
Gm53211,0,0,0,0,0,0
Gm53213,2,0,0,1,2,1
Gm53214,0,0,0,0,0,0
Gm53215,3,0,1,0,3,3
Gm53216,2,1,0,0,1,4
Gm53217,1,0,3,4,2,0
Gm53221,0,4,0,0,1,0
Gm53222,41,43,45,35,58,42
Gm53223,1,2,2,7,4,2
Gm53224,0,0,0,0,0,0
Gm53227,0,0,0,0,0,0
Gm53228,0,0,1,0,1,0
Gm53229,0,0,0,0,0,0
Gm53232,0,0,0,0,0,0
Gm53233,0,0,3,5,9,7
Gm53234,3,8,2,3,3,0
Gm53236,0,0,0,0,0,0
Gm53237,0,0,0,0,0,0
Gm53238,0,0,0,0,0,0
Gm53240,0,0,0,0,0,0
Gm53242,0,0,0,0,0,0
Gm53243,7,17,21,18,12,16
Gm53244,2,0,0,0,0,0
Gm53245,0,0,0,0,0,0
Gm53246,0,0,0,0,0,0
Gm53247,0,0,0,0,0,2
Gm53248,0,0,0,0,0,0
Gm53249,69,49,84,33,46,39
Gm53251,2,1,0,3,1,4
Gm53253,0,0,0,0,0,3
Gm53255,2,0,0,0,0,2
Gm53256,0,0,0,0,0,0
Gm53257,0,0,0,3,2,0
Gm53258,9,31,37,42,51,26
Gm53259,0,0,0,4,0,1
Gm53260,0,0,0,0,0,3
Gm53261,0,0,0,0,0,0
Gm53264,0,0,0,0,0,0
Gm53265,0,0,0,2,0,0
Gm53266,0,0,0,0,0,0
Gm53268,1,0,0,0,0,0
Gm53269,18,11,19,12,15,22
Gm53270,0,0,0,0,0,0
Gm53271,0,0,0,0,0,0
Gm53273,0,0,0,1,2,0
Gm53275,0,0,0,0,0,0
Gm53277,0,0,0,0,0,0
Gm53278,0,0,0,0,0,0
Gm53279,2,11,9,16,9,10
Gm53280,0,0,0,0,0,0
Gm53281,0,0,0,0,0,0
Gm53282,0,0,0,0,0,0
Gm53283,6,15,9,7,9,10
Gm53284,27,16,23,10,16,10
Gm53285,21,9,5,11,9,12
Gm53286,0,0,0,0,0,0
Gm53287,0,0,0,0,0,0
Gm53288,0,0,0,0,0,0
Gm53289,0,0,0,0,0,0
Gm5329,0,0,0,0,0,0
Gm53290,326,239,253,238,219,217
Gm53291,1,0,0,0,0,0
Gm53292,0,0,0,0,0,0
Gm53293,0,3,0,0,0,0
Gm53294,10,13,21,8,13,19
Gm53295,0,0,0,0,0,0
Gm53296,0,0,0,0,0,0
Gm53297,0,0,0,0,0,0
Gm53298,0,0,0,0,0,0
Gm53299,0,0,0,0,0,0
Gm53300,0,0,0,0,0,0
Gm53301,0,0,0,0,0,0
Gm53302,0,0,0,0,0,0
Gm53303,0,0,0,0,0,0
Gm53304,0,0,0,0,0,0
Gm53305,0,0,0,0,0,0
Gm53306,0,0,0,0,0,0
Gm53307,0,0,0,0,0,0
Gm53308,0,0,0,0,0,0
Gm53309,0,0,0,0,0,0
Gm53310,0,0,0,0,0,0
Gm53311,3,0,2,3,0,0
Gm53312,0,0,0,0,0,0
Gm53313,0,0,0,0,0,0
Gm53314,0,0,0,0,0,0
Gm53315,0,2,3,1,3,0
Gm53316,21,24,25,47,36,31
Gm53317,0,0,0,0,0,0
Gm53318,0,0,0,1,1,3
Gm53319,0,0,0,0,0,0
Gm53320,0,0,0,0,0,0
Gm53321,0,0,0,0,0,0
Gm53322,0,0,0,0,0,0
Gm53325,0,0,0,0,0,0
Gm53326,0,0,0,0,0,0
Gm53327,0,0,0,0,0,0
Gm53328,0,0,0,0,0,0
Gm53329,0,0,0,0,0,0
Gm53330,0,0,0,0,0,0
Gm53331,1,0,2,2,1,1
Gm53332,0,0,0,0,0,0
Gm53334,0,0,0,0,0,0
Gm53335,0,0,0,0,0,0
Gm53336,0,0,0,0,1,2
Gm53337,0,0,0,0,0,0
Gm53338,0,0,0,0,0,0
Gm53339,0,0,0,0,0,0
Gm5334,0,0,0,0,0,0
Gm53340,0,0,0,0,0,0
Gm53341,0,0,2,0,0,0
Gm53342,1,1,2,0,0,1
Gm53343,0,0,0,0,1,0
Gm53344,0,0,0,0,0,0
Gm53345,0,0,1,0,0,3
Gm53346,0,0,0,5,2,0
Gm53347,5,7,4,11,16,9
Gm53348,0,0,0,0,0,0
Gm53349,1,1,2,0,3,0
Gm53350,0,0,0,0,4,1
Gm53351,1,3,1,0,2,2
Gm53352,0,0,0,0,0,0
Gm53353,0,0,0,0,0,0
Gm53354,2,5,1,0,0,2
Gm53355,3,2,5,7,2,0
Gm53356,1,2,1,4,0,2
Gm53357,27,1,1,18,3,4
Gm53358,0,0,0,0,0,0
Gm53359,0,2,0,0,0,0
Gm53360,0,2,0,1,1,3
Gm53361,0,0,0,0,0,0
Gm53365,2,1,0,0,0,0
Gm53366,0,0,0,0,0,0
Gm53367,0,0,0,0,0,0
Gm53368,12,8,14,10,6,5
Gm53369,0,3,1,1,3,0
Gm53370,0,0,0,0,0,1
Gm53371,0,0,0,0,0,0
Gm53372,0,0,0,0,0,0
Gm53373,0,0,2,0,4,0
Gm53374,5,2,8,14,4,3
Gm53375,4,0,2,1,7,1
Gm53376,0,0,0,0,0,0
Gm53377,0,0,0,0,0,0
Gm53378,0,0,0,0,0,0
Gm53379,0,0,0,0,0,0
Gm53380,0,0,1,0,1,1
Gm53381,0,0,0,0,0,0
Gm53382,0,0,0,0,0,0
Gm53383,0,0,0,0,0,0
Gm53384,0,0,0,0,0,0
Gm53385,0,0,0,0,0,0
Gm53386,0,0,0,0,0,0
Gm53387,0,2,1,2,0,2
Gm53388,0,1,1,0,0,0
Gm53389,0,0,0,0,0,0
Gm53390,0,0,0,0,0,0
Gm53391,24,21,46,33,45,19
Gm53392,0,0,0,0,0,0
Gm53393,0,0,0,0,0,0
Gm53395,0,0,0,0,0,0
Gm53396,0,2,1,0,0,0
Gm53397,0,0,0,0,0,0
Gm53398,1,0,0,0,0,0
Gm53399,0,1,1,0,0,0
Gm534,0,0,0,0,0,0
Gm53400,0,0,0,0,0,0
Gm53401,4,5,6,6,12,2
Gm53402,0,0,0,0,0,0
Gm53403,1,2,1,0,0,0
Gm53404,0,0,0,0,0,0
Gm53405,0,0,0,0,0,0
Gm53406,7,8,14,4,2,2
Gm53407,0,0,0,0,0,0
Gm53408,0,0,0,0,0,0
Gm53409,0,0,0,0,0,0
Gm53410,0,1,4,3,0,1
Gm53411,0,0,1,0,0,0
Gm53412,0,0,0,0,0,0
Gm53413,0,0,0,0,0,0
Gm53414,0,0,0,0,0,0
Gm53415,0,0,0,0,0,0
Gm53416,0,0,0,0,0,0
Gm53417,3,10,2,1,0,3
Gm53418,0,0,0,0,0,0
Gm53421,0,0,2,0,0,0
Gm53424,0,0,0,0,0,0
Gm53426,0,0,0,0,0,0
Gm53427,0,0,0,0,0,0
Gm53428,0,0,0,0,0,0
Gm53430,0,0,0,0,0,0
Gm53432,0,0,0,0,0,0
Gm53433,0,0,0,0,0,0
Gm53434,0,0,0,0,0,0
Gm53435,0,0,0,0,0,0
Gm53436,0,0,0,0,0,0
Gm53437,0,0,0,0,0,0
Gm53438,4,3,8,2,17,6
Gm53440,0,0,0,0,0,0
Gm53441,0,0,0,0,0,0
Gm53442,0,0,0,0,0,0
Gm53443,0,5,2,0,0,0
Gm53444,0,0,0,0,0,0
Gm53445,0,1,2,1,1,1
Gm53446,0,0,0,0,0,0
Gm53447,0,0,0,0,0,0
Gm53448,0,0,0,0,0,0
Gm53449,0,0,0,0,0,0
Gm53450,0,0,0,0,0,0
Gm53451,11,7,13,6,9,7
Gm53452,0,0,0,0,0,0
Gm53453,22,19,16,16,26,14
Gm53454,0,0,0,0,0,0
Gm53455,6,3,12,4,8,3
Gm53456,0,0,0,0,0,0
Gm53457,0,0,0,1,0,0
Gm53458,0,0,0,0,0,0
Gm53459,0,0,0,0,0,0
Gm53460,0,0,0,0,0,0
Gm53461,0,0,0,0,0,2
Gm53462,0,0,0,0,0,0
Gm53463,0,0,0,0,0,0
Gm53464,81,50,50,68,32,41
Gm53465,0,0,0,0,0,0
Gm53466,77,59,90,46,98,46
Gm53467,0,0,0,0,0,1
Gm53468,0,0,0,0,0,0
Gm53469,1,0,0,0,0,0
Gm5347,0,0,0,0,0,0
Gm53470,0,0,0,0,0,0
Gm53471,0,0,0,0,0,0
Gm53472,17,40,26,12,21,10
Gm53473,0,0,0,0,0,0
Gm53474,0,0,0,0,0,0
Gm53475,20,13,17,18,21,7
Gm53476,0,0,1,1,21,9
Gm53477,0,0,0,0,0,0
Gm53478,2,3,2,3,6,3
Gm53479,1,0,1,0,0,4
Gm53480,0,0,0,0,0,0
Gm53481,16,6,16,12,13,21
Gm53482,0,0,0,4,1,3
Gm53483,0,0,0,0,0,0
Gm53484,0,0,0,0,0,0
Gm53485,0,0,0,0,0,0
Gm53486,0,0,0,0,0,0
Gm53487,11,19,6,12,8,7
Gm53488,0,0,0,0,0,0
Gm53489,2,0,1,0,0,0
Gm53491,0,0,0,0,0,0
Gm53492,0,0,0,0,0,0
Gm53493,13,6,6,3,11,9
Gm53494,15,23,12,17,9,16
Gm53495,0,0,0,0,0,0
Gm53496,0,0,0,0,0,0
Gm53497,0,0,2,0,0,0
Gm53498,0,0,0,0,0,0
Gm53499,1,0,1,4,6,0
Gm53500,0,0,0,0,0,0
Gm53501,0,0,0,0,0,0
Gm53502,0,0,0,0,0,0
Gm53503,0,0,0,0,0,0
Gm53504,0,0,0,0,0,0
Gm53505,0,0,0,0,0,0
Gm53506,0,0,0,0,0,0
Gm53507,0,0,0,0,0,0
Gm53508,0,0,0,0,0,0
Gm53509,0,0,1,0,0,1
Gm53510,0,0,0,0,0,0
Gm53511,0,0,0,0,0,0
Gm53512,1,1,1,0,0,1
Gm53513,2,0,0,0,0,0
Gm53514,0,0,0,0,0,0
Gm53515,2,6,3,3,2,0
Gm53516,1,6,12,3,8,8
Gm53517,0,0,0,0,0,0
Gm53518,0,0,0,0,0,0
Gm53519,1,2,2,3,0,8
Gm53520,0,0,0,0,0,0
Gm53521,0,0,0,0,0,0
Gm53522,0,0,0,0,0,0
Gm53523,0,0,0,0,0,0
Gm53524,1,0,0,0,0,0
Gm53525,0,0,0,0,0,0
Gm53526,0,0,0,0,0,0
Gm53527,0,0,0,0,0,0
Gm53528,0,0,0,0,0,0
Gm53529,0,0,0,0,0,0
Gm53530,0,0,0,0,0,0
Gm53531,0,0,0,0,0,0
Gm53532,0,0,0,0,0,0
Gm53533,0,0,0,0,0,0
Gm53534,0,0,0,0,0,0
Gm53535,0,0,0,0,0,0
Gm53536,0,0,0,0,0,0
Gm53537,1,0,0,0,0,0
Gm53538,0,0,0,0,0,0
Gm53539,0,0,0,0,0,0
Gm53540,0,0,0,0,0,0
Gm53541,4,5,1,3,4,0
Gm53542,0,0,0,0,0,0
Gm53543,1,0,1,0,0,0
Gm53544,0,0,0,0,0,0
Gm53546,0,1,1,1,4,8
Gm53547,0,0,0,0,0,0
Gm53548,0,0,0,0,0,0
Gm53549,8,0,4,2,1,0
Gm53550,8,3,4,6,17,1
Gm53551,0,0,0,0,0,0
Gm53552,0,0,0,0,1,1
Gm53553,0,0,0,0,0,0
Gm53554,0,0,0,0,0,0
Gm53555,0,0,0,0,0,0
Gm53556,1,0,0,1,3,0
Gm53557,1,2,0,3,0,3
Gm53558,0,0,0,0,0,0
Gm53559,0,0,0,0,0,0
Gm53560,0,0,0,0,0,0
Gm53561,0,0,0,0,0,0
Gm53562,81,87,94,113,120,103
Gm53563,1,0,0,0,0,0
Gm53564,0,0,0,0,0,0
Gm53565,0,0,0,0,0,0
Gm53566,0,0,1,0,0,0
Gm53567,0,0,0,0,1,0
Gm53568,0,0,0,0,0,0
Gm53569,0,0,0,0,0,0
Gm53570,23,28,27,52,67,25
Gm53571,4,2,2,8,1,0
Gm53572,0,0,0,0,0,0
Gm53573,0,0,0,0,0,0
Gm53574,0,1,0,0,0,0
Gm53575,0,0,3,0,0,3
