gene,SRR13422665,SRR13422666,SRR13422667,SRR13422668,SRR13422669,SRR13422670,SRR13422671,SRR13422672
Gm39905,0,0,0,0,0,0,0,3
Gm39908,0,0,0,3,0,0,0,0
Gm39909,0,0,0,0,0,0,0,0
Gm39910,0,0,0,0,0,0,0,0
Gm39911,0,0,0,0,0,0,0,0
Gm39912,0,0,0,0,0,0,0,0
Gm39913,0,0,0,0,0,0,0,0
Gm39914,0,0,0,0,0,0,0,0
Gm39916,0,0,0,0,0,0,0,0
Gm39918,0,0,0,0,0,0,1,1
Gm39919,0,0,0,0,0,0,0,0
Gm39920,0,0,0,0,0,1,0,0
Gm39922,6,0,10,14,1,5,4,8
Gm39923,0,0,0,0,0,0,0,0
Gm39927,0,0,0,0,0,0,0,0
Gm39928,0,0,0,0,0,0,0,0
Gm39929,5,8,0,4,5,6,0,0
Gm3993,1,0,0,0,0,1,0,0
Gm39931,4,2,3,0,4,4,0,7
Gm39932,1,0,0,0,0,0,0,0
Gm39933,0,0,0,0,0,0,0,0
Gm39936,0,0,0,0,0,0,0,0
Gm39937,0,0,2,0,3,0,0,1
Gm39938,0,0,0,0,0,0,0,0
Gm39940,0,0,0,0,0,0,0,0
Gm39941,24,22,13,11,15,11,8,19
Gm39942,0,0,0,0,0,0,0,0
Gm39943,0,0,0,0,0,0,0,0
Gm39944,0,0,0,0,0,0,0,0
Gm39951,0,0,2,0,0,0,0,0
Gm39952,0,0,0,0,0,0,0,0
Gm39954,0,2,2,12,5,0,0,1
Gm39955,0,0,0,0,0,0,0,0
Gm39956,0,0,0,0,0,0,0,0
Gm39957,9,25,2,16,9,17,5,5
Gm39959,0,0,0,0,0,0,0,0
Gm39960,0,0,0,0,0,0,0,0
Gm39961,0,0,0,0,0,0,0,0
Gm39962,0,0,0,0,0,0,0,0
Gm39963,0,0,3,0,0,0,0,0
Gm39965,0,0,0,0,0,0,0,0
Gm39966,1,0,0,0,0,0,0,0
Gm39970,0,0,0,0,0,0,0,0
Gm39974,0,0,0,0,0,0,0,0
Gm39984,0,0,0,0,0,0,0,0
Gm39985,0,0,0,0,3,11,0,0
Gm39988,0,0,0,0,0,0,0,0
Gm39990,0,0,0,0,0,0,0,0
Gm39991,0,0,0,0,0,0,0,0
Gm39992,0,0,0,0,0,0,0,0
Gm39993,0,0,0,0,0,0,0,0
Gm39994,0,0,0,0,0,0,0,0
Gm39999,0,0,0,0,0,0,0,0
Gm40000,0,0,0,0,0,0,0,0
Gm40001,0,0,0,0,0,0,0,0
Gm40002,0,0,0,0,0,0,0,0
Gm40003,0,0,0,0,14,0,0,4
Gm40005,0,0,0,0,0,0,0,0
Gm40006,0,0,0,0,0,0,0,0
Gm40007,0,0,0,0,0,0,0,0
Gm40008,0,0,0,0,0,0,0,0
Gm40009,0,0,0,0,0,0,0,0
Gm40010,0,0,1,0,0,0,0,0
Gm40011,0,0,0,0,0,1,0,0
Gm40016,0,0,0,0,0,0,1,0
Gm40017,0,0,0,0,0,0,0,0
Gm40019,0,0,0,0,0,0,0,0
Gm40025,0,0,0,0,0,0,0,0
Gm40026,0,0,0,0,0,0,0,0
Gm40027,0,0,0,0,0,0,0,0
Gm40028,0,0,0,0,0,0,0,0
Gm40029,0,0,0,0,0,0,0,0
Gm40030,0,0,0,0,0,0,0,0
Gm40031,0,0,0,0,0,0,0,0
Gm40032,0,0,0,0,0,0,0,0
Gm40033,0,0,0,0,0,0,0,0
Gm40034,0,0,0,0,0,0,0,0
Gm40035,0,0,0,0,0,0,0,0
Gm40036,7,4,0,0,8,2,0,3
Gm40038,0,0,0,0,0,0,0,0
Gm40039,0,0,0,0,0,0,0,0
Gm40040,0,0,0,0,0,0,0,0
Gm40042,0,0,0,0,0,0,0,0
Gm40043,0,0,0,0,0,0,0,0
Gm40044,0,0,0,0,0,0,0,0
Gm40047,0,0,0,0,0,0,0,0
Gm40048,0,0,0,0,0,0,0,0
Gm40050,0,0,0,0,0,0,0,0
Gm40052,0,0,0,0,0,0,0,0
Gm40053,0,1,0,0,0,0,0,0
Gm40054,0,0,0,0,0,0,0,0
Gm40055,0,0,1,2,0,0,0,0
Gm40056,0,0,0,0,0,0,0,0
Gm40057,0,0,0,0,0,0,0,0
Gm40059,0,0,3,0,0,0,0,0
Gm40061,0,0,0,0,0,0,0,0
Gm40062,0,0,0,0,0,0,0,0
Gm40063,0,0,0,0,0,0,0,0
Gm40064,0,0,0,0,0,0,0,0
Gm40066,0,0,0,0,0,0,0,0
Gm40067,0,0,0,0,0,0,0,0
Gm40068,0,0,0,0,0,0,0,0
Gm40070,0,0,0,0,0,0,0,0
Gm40071,0,0,0,0,0,0,0,0
Gm40072,0,0,0,0,0,0,0,0
Gm40075,0,0,0,0,0,0,0,0
Gm40076,0,0,0,0,0,0,0,0
Gm40078,0,8,3,7,4,7,1,1
Gm40079,0,0,0,0,0,0,0,0
Gm40080,3,9,6,8,12,15,0,4
Gm40082,0,0,0,0,0,0,0,0
Gm40083,0,0,0,0,0,0,0,0
Gm40084,0,0,0,0,0,0,0,0
Gm40085,23,31,24,20,14,28,4,27
Gm40086,0,0,0,0,0,0,0,0
Gm40089,0,0,0,0,0,0,0,2
Gm40090,0,0,0,0,0,0,0,0
Gm40091,0,0,0,0,0,0,0,0
Gm40093,0,0,0,0,0,0,0,0
Gm40094,0,0,2,0,0,11,1,0
Gm40095,132,72,68,104,60,90,68,122
Gm40096,4,0,2,10,3,15,8,5
Gm40097,0,0,0,0,0,0,0,0
Gm40099,0,0,0,0,0,0,0,0
Gm40100,0,0,0,0,0,0,0,0
Gm40101,0,0,0,0,0,0,0,0
Gm40102,0,0,0,0,0,0,0,0
Gm40103,3,7,7,6,4,2,2,0
Gm40104,0,0,0,0,0,1,0,0
Gm40105,0,0,0,0,0,0,0,0
Gm40106,0,0,0,0,0,0,1,0
Gm40107,0,0,0,0,0,0,0,0
Gm40108,0,0,0,0,0,0,0,0
Gm40109,0,0,0,0,0,0,0,0
Gm40110,0,0,0,0,0,3,0,0
Gm40112,0,0,0,0,0,0,0,0
Gm40113,0,0,0,0,0,0,0,0
Gm40116,0,4,1,0,0,1,0,1
Gm40118,0,0,0,0,0,0,0,0
Gm40120,0,0,0,0,0,0,0,0
Gm40121,0,0,0,0,0,0,1,0
Gm40122,0,0,0,0,0,0,0,0
Gm40124,0,0,0,0,0,0,0,0
Gm40125,0,0,0,4,0,0,0,1
Gm40126,87,29,41,35,44,24,17,50
Gm40128,10,8,6,7,0,5,2,6
Gm4013,0,0,0,0,1,0,2,0
Gm40130,0,0,0,0,0,0,0,0
Gm40131,0,0,0,0,0,0,0,0
Gm40133,0,0,0,0,0,0,0,0
Gm40134,0,0,0,0,0,0,0,0
Gm40137,0,0,1,0,0,0,0,0
Gm40138,0,0,1,0,0,1,1,0
Gm40140,0,0,0,0,0,2,0,0
Gm40143,0,0,0,0,0,0,0,0
Gm40144,0,0,0,0,0,0,0,0
Gm40145,0,0,0,0,0,0,0,0
Gm40146,0,0,0,0,0,0,0,0
Gm40147,0,0,0,0,0,0,0,0
Gm40148,0,0,0,0,0,0,0,0
Gm40149,0,0,0,0,0,0,0,0
Gm40150,0,0,0,0,0,0,0,0
Gm40151,0,0,0,0,0,0,4,0
Gm40153,0,0,0,0,0,0,0,0
Gm40155,0,5,0,3,0,0,0,0
Gm40156,0,0,0,0,0,0,0,0
Gm40158,0,0,0,0,0,0,0,0
Gm40159,0,0,0,0,0,0,0,0
Gm40160,0,0,0,0,0,0,0,0
Gm40161,0,0,0,0,0,0,0,0
Gm40163,0,0,0,0,0,0,0,0
Gm40164,0,0,0,0,0,0,0,0
Gm40166,0,0,0,0,0,0,0,0
Gm40167,0,0,0,0,0,0,0,0
Gm40169,0,0,0,0,0,0,0,0
Gm40171,0,0,0,0,0,0,0,0
Gm40172,0,0,0,0,0,0,0,0
Gm40173,0,0,0,0,0,0,0,0
Gm40174,0,0,0,0,0,0,0,0
Gm40175,0,0,0,0,0,0,0,0
Gm40176,0,0,0,0,0,0,0,0
Gm40178,0,0,0,0,0,0,0,0
Gm40179,0,0,0,2,0,0,0,0
Gm40180,0,0,0,0,0,0,0,1
Gm40181,0,0,0,0,0,0,0,0
Gm40182,0,0,0,0,0,0,0,0
Gm40184,0,0,0,0,0,0,0,0
Gm40185,0,0,0,0,0,0,0,0
Gm40186,0,0,0,0,0,0,0,0
Gm40190,0,3,0,8,2,0,0,3
Gm40191,0,0,1,0,0,0,0,1
Gm40192,0,0,0,0,0,0,0,0
Gm40193,0,0,0,0,0,0,0,0
Gm40198,0,0,0,0,0,0,0,0
Gm40200,0,0,0,0,0,0,0,0
Gm40202,0,0,0,0,0,0,0,0
Gm40203,0,0,0,0,0,0,0,0
Gm40204,0,0,0,0,0,0,0,0
Gm40205,0,0,0,0,0,0,0,0
Gm40206,0,0,5,0,6,0,2,4
Gm40207,0,0,0,0,0,0,0,2
Gm40208,0,4,2,15,3,6,0,5
Gm40210,0,0,0,0,0,0,1,0
Gm40211,0,0,0,0,0,0,0,0
Gm40216,0,0,0,0,0,0,0,0
Gm40217,0,0,0,0,0,0,3,0
Gm40218,60,7,8,12,4,10,22,23
Gm40221,0,0,0,0,0,0,0,0
Gm40223,0,0,0,0,0,0,0,0
Gm40225,0,0,0,0,0,4,0,0
Gm40226,0,0,0,0,0,0,0,0
Gm40227,0,0,0,0,0,0,0,0
Gm40228,0,0,0,0,0,0,0,0
Gm40229,0,0,0,0,0,0,0,0
Gm40231,0,0,0,0,0,0,0,0
Gm40232,0,0,0,0,0,0,0,4
Gm40233,0,0,0,0,0,0,0,0
Gm40235,0,0,0,0,0,0,0,0
Gm40237,0,0,0,0,0,0,0,0
Gm40239,0,0,0,0,0,0,2,0
Gm40241,0,0,0,0,0,0,0,0
Gm40242,0,0,0,0,0,0,0,0
Gm40244,0,0,0,0,0,0,0,0
Gm40245,21,0,0,9,1,6,1,7
Gm40246,0,0,0,8,0,0,0,0
Gm40247,4,3,4,5,1,2,0,2
Gm40249,0,0,0,0,0,0,0,0
Gm40251,0,0,0,0,0,7,0,0
Gm40252,0,0,0,0,0,0,0,0
Gm40255,0,0,0,0,0,0,0,0
Gm40256,0,0,0,0,0,0,0,0
Gm40258,0,0,0,0,0,0,0,7
Gm40259,0,0,0,0,0,0,0,0
Gm40260,12,1,1,7,9,7,5,15
Gm40261,0,3,0,0,0,0,0,0
Gm40262,0,0,0,0,0,0,0,0
Gm40264,0,0,0,0,0,0,0,0
Gm40270,0,0,0,0,0,0,0,0
Gm40271,0,0,0,0,0,0,0,0
Gm40272,0,0,0,0,0,0,0,0
Gm40275,0,0,0,0,0,0,0,0
Gm40277,0,0,0,0,0,0,1,0
Gm40278,4,0,3,1,0,5,4,3
Gm40281,0,0,0,0,0,0,0,0
Gm40283,0,0,0,0,0,0,0,0
Gm40284,0,0,0,0,0,0,0,0
Gm40286,0,0,0,0,0,0,0,0
Gm40287,0,0,0,0,0,0,0,0
Gm40288,0,0,0,0,0,0,0,0
Gm40289,0,0,0,0,0,0,0,0
Gm40290,0,0,0,0,0,0,0,0
Gm40292,0,0,0,0,0,0,0,0
Gm40293,0,0,0,0,0,0,0,0
Gm40295,0,0,0,0,0,0,0,0
Gm40296,0,0,0,0,0,0,0,0
Gm40297,0,0,0,0,0,0,0,0
Gm40298,0,0,0,0,0,0,0,0
Gm40299,0,0,0,0,0,0,0,0
Gm40300,0,0,0,0,0,0,0,0
Gm40301,0,0,0,0,0,0,0,0
Gm40302,0,0,0,0,1,0,0,0
Gm40303,0,0,0,0,0,8,0,0
Gm40304,0,0,5,10,17,30,17,15
Gm40305,0,0,0,0,0,0,0,0
Gm40306,0,0,0,0,0,0,0,0
Gm40307,0,0,0,0,0,0,0,0
Gm40308,0,0,0,0,0,0,0,0
Gm40309,380,195,259,472,205,191,195,447
Gm40310,42,38,56,21,25,27,20,33
Gm40312,0,0,0,0,0,2,0,0
Gm40314,0,0,0,0,0,0,0,0
Gm40315,0,5,0,1,2,11,2,4
Gm40316,0,0,0,0,0,0,0,0
Gm40320,0,0,0,0,0,0,0,0
Gm40321,0,0,0,0,0,0,0,0
Gm40323,0,0,0,0,0,0,0,0
Gm40324,0,0,0,0,0,0,0,1
Gm40325,0,0,3,1,0,2,0,0
Gm40327,0,0,0,0,0,0,0,0
Gm40328,0,0,0,0,0,0,0,0
Gm40329,0,0,0,0,0,0,0,0
Gm40330,0,0,0,0,0,0,0,0
Gm40331,0,0,0,0,0,0,0,0
Gm40332,0,3,1,3,1,4,2,7
Gm40333,0,0,0,0,0,0,0,0
Gm40334,0,0,0,0,0,0,0,0
Gm40336,0,0,0,0,0,0,0,0
Gm40337,0,0,0,0,0,0,0,0
Gm40338,0,3,0,0,1,0,0,0
Gm40339,0,0,0,0,0,0,0,0
Gm40340,0,0,0,0,0,0,0,0
Gm40345,1,15,8,12,7,10,2,12
Gm40346,129,102,96,87,63,114,75,90
Gm40347,0,0,0,0,0,0,0,0
Gm40348,0,0,0,0,0,0,0,0
Gm4035,23,8,9,10,22,17,8,11
Gm40352,0,0,0,0,0,0,0,0
Gm40353,8,0,2,0,3,1,0,4
Gm40356,0,0,0,0,0,0,0,0
Gm40357,0,0,0,0,0,0,0,0
Gm40358,0,0,0,0,0,0,0,0
Gm40359,0,0,0,0,0,0,0,0
Gm40361,0,0,0,0,0,0,0,0
Gm40362,0,0,0,0,0,0,0,0
Gm40363,0,0,0,0,0,0,0,0
Gm40364,0,0,0,0,0,0,0,0
Gm40365,0,0,0,0,0,0,0,0
Gm40367,0,0,0,0,0,0,0,0
Gm40369,0,0,0,0,0,0,0,0
Gm40371,0,0,0,0,0,0,0,0
Gm40372,0,0,0,0,0,0,0,0
Gm40374,0,0,0,0,0,0,0,0
Gm40375,0,0,0,0,0,0,0,0
Gm40376,9,8,11,47,1,0,1,7
Gm40377,0,0,0,0,0,0,0,0
Gm40378,0,0,0,0,0,0,0,0
Gm40381,0,0,0,0,0,0,0,0
Gm40383,0,0,0,0,0,0,0,0
Gm40384,0,0,0,0,0,0,0,0
Gm40385,0,0,0,0,0,0,0,0
Gm40386,0,6,2,1,1,0,0,6
Gm40387,0,0,0,0,0,0,0,0
Gm40388,0,0,0,0,0,0,0,0
Gm40390,0,0,0,0,0,0,0,0
Gm40392,0,0,0,0,0,0,0,0
Gm40394,0,0,0,0,0,0,0,0
Gm40397,0,0,0,0,0,1,0,0
Gm40399,0,0,0,0,0,0,0,0
Gm40401,0,0,0,0,7,0,0,0
Gm40402,0,0,0,0,0,0,0,0
Gm40403,0,0,0,0,0,0,0,0
Gm40404,0,0,0,0,0,0,0,0
Gm40406,149,61,62,124,91,74,80,175
Gm40409,0,0,0,0,0,0,0,0
Gm40411,0,0,0,0,0,0,0,0
Gm40412,0,0,0,0,0,0,0,0
Gm40416,0,0,0,0,0,0,0,0
Gm40418,0,0,0,0,0,0,0,0
Gm40419,0,0,0,0,0,0,0,0
Gm40421,0,0,0,0,0,0,0,0
Gm40422,0,0,0,0,0,0,0,0
Gm40423,0,0,0,0,0,0,0,0
Gm40424,0,0,0,0,0,0,0,0
Gm40425,0,0,0,0,0,0,0,0
Gm40426,0,0,0,0,0,0,0,0
Gm40427,3,0,0,0,6,2,0,1
Gm40428,0,0,0,0,0,0,0,0
Gm40430,0,0,0,0,0,0,0,0
Gm40431,0,0,0,0,0,0,0,0
Gm40434,0,0,3,7,0,0,0,0
Gm40435,0,0,0,0,0,0,0,0
Gm40436,0,0,0,0,0,0,0,0
Gm40437,0,0,0,0,0,0,0,0
Gm40438,0,0,0,0,0,0,0,0
Gm40439,0,0,0,0,0,0,0,0
Gm40440,0,0,0,0,0,0,0,0
Gm40441,0,0,0,0,0,0,0,0
Gm40442,0,0,0,0,0,0,0,0
Gm40443,0,2,1,5,0,2,13,1
Gm40444,0,0,0,0,0,0,0,0
Gm40445,0,0,0,0,0,0,0,0
Gm40446,0,0,0,0,0,0,0,0
Gm40447,0,0,0,0,0,0,0,0
Gm40448,120,61,88,111,51,66,48,55
Gm40449,0,4,0,1,1,3,0,0
Gm40450,3,0,0,0,3,0,0,0
Gm40451,7,0,0,3,0,2,0,2
Gm40452,0,0,0,0,0,0,0,0
Gm40453,0,0,0,0,0,3,0,0
Gm40454,5,13,13,41,30,15,19,16
Gm40457,0,0,0,0,0,0,0,0
Gm40460,0,0,0,0,0,0,0,0
Gm40462,28,8,22,23,29,23,0,23
Gm40463,0,0,0,0,0,0,0,0
Gm40464,0,0,0,0,0,0,0,0
Gm40466,96,54,52,54,37,58,69,65
Gm40468,0,0,0,1,0,0,0,0
Gm40469,0,0,3,0,0,0,1,10
Gm4047,0,0,0,0,0,0,0,0
Gm40474,0,0,0,2,0,0,1,0
Gm40476,0,0,0,0,0,0,0,0
Gm40477,0,0,0,0,0,0,0,0
Gm40478,0,0,0,0,0,0,0,0
Gm40481,0,0,0,0,0,0,0,0
Gm40483,0,0,0,0,0,0,0,0
Gm40484,0,0,0,0,0,0,0,0
Gm40485,0,0,0,0,0,0,0,0
Gm40486,0,0,0,0,0,0,0,0
Gm40487,0,0,0,0,0,0,0,0
Gm40491,13,1,0,2,4,5,0,0
Gm40492,0,0,0,0,0,0,0,0
Gm40493,0,0,0,0,0,0,0,0
Gm40499,3,0,2,2,0,0,6,0
Gm40501,0,0,0,0,0,0,0,0
Gm40505,0,0,0,0,0,0,0,12
Gm40508,0,0,0,0,0,0,0,0
Gm40509,0,0,0,0,0,0,0,0
Gm40513,0,0,0,0,0,0,0,0
Gm40515,0,0,0,0,0,0,0,0
Gm40516,0,0,0,0,0,0,0,0
Gm40518,0,0,0,0,0,0,0,0
Gm40520,0,0,0,0,0,0,0,0
Gm40522,0,0,0,0,0,1,0,0
Gm40523,0,0,0,0,0,0,2,0
Gm40527,2,11,1,1,0,1,0,7
Gm40528,0,1,2,2,1,0,0,3
Gm40529,0,0,0,0,0,0,0,0
Gm40531,0,0,0,0,0,0,0,0
Gm40533,0,0,0,0,0,0,0,0
Gm40536,0,0,0,0,0,0,0,0
Gm40537,0,0,0,0,0,0,0,0
Gm40538,0,0,0,0,0,0,0,0
Gm40541,0,0,0,0,0,0,0,0
Gm40542,0,0,0,1,0,0,0,0
Gm40543,60,32,62,66,62,117,52,106
Gm40544,0,0,0,0,0,0,0,0
Gm40545,0,0,0,0,0,0,0,0
Gm40546,0,0,0,0,0,0,0,0
Gm40548,0,0,0,0,0,0,0,0
Gm40550,0,0,0,3,0,0,0,1
Gm40551,0,0,0,0,0,0,0,0
Gm40552,0,0,0,0,0,0,0,0
Gm40554,0,0,0,0,0,0,0,0
Gm40557,0,0,0,0,0,0,0,0
Gm40558,0,0,0,0,0,0,0,0
Gm40561,0,0,0,0,0,0,0,0
Gm40562,0,0,0,0,0,0,0,0
Gm40564,0,0,0,0,0,0,0,0
Gm40565,0,0,0,0,0,0,0,0
Gm40569,0,0,0,0,0,0,0,0
Gm40572,0,0,0,1,0,0,0,0
Gm40574,0,0,0,0,0,0,0,0
Gm40575,0,0,0,0,0,0,0,0
Gm40576,0,0,0,0,0,0,0,0
Gm40577,0,0,0,0,0,0,0,0
Gm40578,0,0,0,0,0,2,0,0
Gm40579,0,0,0,0,0,0,0,0
Gm40582,5,17,11,14,6,3,4,16
Gm40584,0,0,0,0,0,0,0,0
Gm40586,2,0,1,0,0,1,0,0
Gm40587,0,0,0,0,0,0,0,0
Gm40590,0,0,0,0,0,0,0,0
Gm40591,0,0,0,0,0,0,0,0
Gm40592,4,0,0,0,0,0,0,0
Gm40594,0,0,0,0,0,0,0,0
Gm40595,0,0,0,0,0,0,0,0
Gm40601,0,0,0,0,0,0,0,0
Gm40602,0,0,0,0,0,0,0,0
Gm40603,0,0,0,0,0,0,0,0
Gm40604,0,0,0,0,0,0,0,0
Gm40607,0,0,0,0,0,0,0,0
Gm40608,0,0,0,0,0,0,0,0
Gm40610,0,0,0,0,0,0,0,0
Gm40612,0,0,0,0,0,0,0,0
Gm40614,0,0,0,0,0,0,0,0
Gm40615,0,0,0,0,0,0,0,0
Gm40616,48,39,31,83,90,168,48,163
Gm40617,0,11,0,0,0,0,0,0
Gm40618,0,0,2,0,0,11,0,0
Gm40621,0,0,0,0,0,0,0,0
Gm40622,0,0,0,0,0,0,0,0
Gm40623,0,0,0,0,0,0,0,0
Gm40624,0,0,0,0,0,0,0,0
Gm40627,0,0,0,0,0,0,0,0
Gm40630,4,0,0,4,0,0,0,0
Gm40631,0,0,0,0,0,0,0,0
Gm40632,0,0,0,0,0,0,0,0
Gm40634,0,0,0,0,0,0,0,0
Gm40635,0,0,0,0,0,0,0,0
Gm40636,0,0,0,0,0,0,0,0
Gm40637,12,6,5,0,0,10,3,1
Gm40638,0,0,0,0,0,0,0,0
Gm40639,0,0,0,0,0,0,0,0
Gm40640,0,0,0,0,0,0,0,0
Gm40642,0,0,0,0,0,0,0,0
Gm40644,0,0,0,0,0,0,0,0
Gm40645,30,19,42,36,28,13,15,29
Gm40646,0,0,0,0,0,0,0,0
Gm40647,0,0,0,0,0,0,0,0
Gm40648,0,0,0,0,0,0,0,0
Gm40649,0,0,0,0,0,0,0,0
Gm4065,0,5,0,0,0,0,0,0
Gm40650,0,0,0,0,0,0,0,0
Gm40651,0,0,0,0,0,0,0,0
Gm40652,0,0,0,0,0,0,0,0
Gm40653,0,0,0,0,0,0,0,0
Gm40654,0,0,0,0,0,0,0,0
Gm40655,0,0,0,0,0,0,0,0
Gm40656,4,0,0,0,0,0,0,0
Gm40657,7,0,0,0,0,0,0,0
Gm40658,0,0,0,0,0,0,0,0
Gm40659,0,0,0,0,0,0,0,0
Gm40660,0,0,0,0,0,0,0,0
Gm40661,0,0,0,0,0,0,0,0
Gm40662,0,0,0,0,0,0,0,0
Gm40665,0,0,0,0,0,0,0,0
Gm40666,0,0,0,0,0,0,0,0
Gm40667,1,0,0,0,0,0,0,0
Gm40669,0,0,0,0,0,0,0,0
Gm40670,1,0,0,4,0,0,0,0
Gm40671,0,0,0,0,0,0,0,0
Gm40672,0,0,0,0,0,0,0,0
Gm40673,0,0,0,0,0,0,0,0
Gm40674,0,0,0,0,0,0,0,0
Gm40677,0,0,0,0,0,0,0,0
Gm40678,0,0,0,4,0,0,2,0
Gm40679,0,0,0,0,0,0,0,0
Gm40680,3,10,3,4,0,0,0,0
Gm40681,0,0,0,0,0,0,0,0
Gm40683,0,0,0,0,0,0,0,0
Gm40684,0,0,0,0,0,0,0,0
Gm40685,0,2,0,0,0,0,0,0
Gm40687,0,0,0,0,0,0,0,0
Gm40689,0,0,0,0,0,0,0,0
Gm40690,0,0,0,0,0,0,0,0
Gm40691,0,0,0,0,0,0,0,0
Gm40692,1,0,0,0,0,0,0,0
Gm40694,0,0,0,0,0,0,0,0
Gm40696,0,0,0,0,0,0,0,0
Gm40697,0,0,0,0,0,0,0,0
Gm40698,0,0,0,0,0,1,0,0
Gm40699,0,0,0,8,0,0,6,10
Gm40703,0,0,0,0,0,1,0,0
Gm40704,0,0,0,0,0,0,1,0
Gm40705,0,0,0,0,0,3,0,0
Gm40706,3,0,2,4,4,2,0,0
Gm40709,0,0,0,0,0,0,0,0
Gm40712,0,0,0,0,0,0,0,0
Gm40713,0,0,0,0,0,0,0,0
Gm40715,0,0,1,0,0,7,0,0
Gm40716,0,0,0,0,0,0,0,0
Gm40720,4,8,0,5,0,0,7,3
Gm40722,3,0,0,2,4,6,6,0
Gm40723,59,104,57,53,51,118,59,88
Gm40725,0,0,0,0,0,0,0,0
Gm40726,0,0,0,0,0,0,0,0
Gm40727,0,0,0,0,3,2,0,0
Gm40728,0,0,0,3,1,0,0,0
Gm40730,0,0,0,0,0,0,0,0
Gm40731,0,0,0,0,0,0,0,0
Gm40732,0,0,0,0,0,0,0,0
Gm40733,1,0,2,0,0,0,0,0
Gm40736,0,0,0,0,0,0,0,0
Gm40738,0,0,0,0,0,0,0,0
Gm40739,0,0,0,0,0,0,0,0
Gm40740,0,0,0,0,0,0,0,0
Gm40741,0,0,0,0,0,1,0,0
Gm40742,0,0,0,0,0,0,0,0
Gm40743,7,0,1,6,5,3,3,4
Gm40744,0,0,0,0,0,0,0,0
Gm40746,0,0,0,0,0,0,0,0
Gm40747,0,0,0,1,0,0,0,1
Gm40748,0,0,0,0,0,0,0,0
Gm40749,0,0,0,0,0,0,0,0
Gm40750,0,0,0,0,0,0,0,0
Gm40751,0,0,0,0,0,0,0,0
Gm40752,0,0,0,0,0,0,0,0
Gm40753,0,0,0,0,0,0,0,0
Gm40757,0,0,0,0,0,0,0,0
Gm40760,0,5,0,0,0,8,0,0
Gm40761,0,0,0,0,0,0,0,0
Gm40763,0,0,0,0,0,0,0,0
Gm40764,0,0,0,0,0,0,0,0
Gm40765,0,0,0,0,0,0,0,0
Gm40766,0,0,0,0,0,0,0,0
Gm40767,0,0,0,0,0,0,0,0
Gm40768,0,0,0,0,0,0,0,0
Gm40769,0,0,0,0,0,1,0,0
Gm40770,25,54,41,59,44,59,51,87
Gm40773,0,0,0,0,0,0,0,0
Gm40775,0,0,0,0,0,0,0,0
Gm40776,0,0,0,0,0,0,0,0
Gm40777,0,0,0,0,0,0,0,0
Gm40778,0,0,0,0,0,0,0,0
Gm40780,0,0,0,0,0,2,0,0
Gm40781,0,0,0,0,0,0,0,0
Gm40782,1,0,0,0,2,1,0,0
Gm40783,0,0,0,0,0,0,0,0
Gm40784,0,0,0,0,0,0,0,0
Gm40785,4,0,2,0,0,2,0,0
Gm40787,10,10,6,4,0,18,3,12
Gm40790,0,0,0,0,0,0,0,0
Gm40791,0,0,0,0,0,0,0,0
Gm40793,0,0,0,0,0,0,0,0
Gm40794,0,0,0,0,0,0,0,0
Gm40795,0,0,0,0,0,0,0,0
Gm40796,0,0,0,0,0,0,0,0
Gm40797,0,0,0,0,0,0,0,0
Gm40798,0,0,0,2,0,0,0,0
Gm40799,7,5,9,2,8,3,2,5
Gm40800,0,0,2,0,0,0,0,2
Gm40802,0,0,0,0,0,0,0,0
Gm40804,0,0,0,0,0,0,0,0
Gm40805,0,0,0,0,0,0,0,0
Gm40811,4,0,2,0,0,0,0,1
Gm40814,0,9,0,0,0,0,0,0
Gm40816,0,2,0,0,0,1,0,0
Gm40820,0,0,0,2,0,0,0,0
Gm40822,0,0,0,0,0,0,0,0
Gm40823,0,3,0,1,1,2,1,2
Gm40826,29,13,45,19,18,50,21,49
Gm40827,4,3,4,9,1,0,0,6
Gm40830,0,0,0,0,0,0,0,0
Gm40832,0,0,0,0,0,0,0,0
Gm40833,0,0,0,0,0,0,0,0
Gm40836,0,0,0,0,0,0,0,0
Gm40838,0,0,0,0,0,0,0,0
Gm40840,0,0,0,0,0,0,0,0
Gm40841,10,5,6,14,7,2,6,15
Gm40843,0,0,0,0,0,0,0,0
Gm40847,0,0,1,0,0,0,0,0
Gm40850,0,0,0,0,0,0,0,0
Gm40855,7,0,2,2,3,0,0,0
Gm40856,0,0,0,0,0,0,0,0
Gm40857,0,0,0,0,0,0,0,0
Gm40858,0,0,0,0,0,0,0,0
Gm40860,0,0,6,7,6,3,6,6
Gm40863,0,0,0,0,0,0,0,0
Gm40869,0,0,0,0,0,0,0,0
Gm40872,0,0,0,0,0,0,0,0
Gm40873,0,0,0,0,0,0,0,0
Gm40874,0,0,0,0,0,0,0,0
Gm40875,0,0,0,0,0,0,0,0
Gm40876,0,0,0,0,0,0,0,0
Gm40880,0,0,0,0,0,0,0,0
Gm40881,0,0,0,0,0,0,0,0
Gm40884,0,2,0,0,0,3,0,5
Gm40889,0,0,0,0,0,0,0,0
Gm40890,0,0,0,0,0,0,0,0
Gm40892,0,0,4,42,8,4,24,14
Gm40893,0,0,0,0,0,0,0,0
Gm40898,0,0,0,0,0,0,0,0
Gm40899,0,0,0,0,0,0,0,0
