gene,SRR18701208,SRR18701209,SRR18701210,SRR18701211,SRR18701212,SRR18701213,SRR18701214,SRR18701215,SRR18701216,SRR18701217,SRR18701218,SRR18701219
Szt2,3566,3407,4691,2209,1348,1922,812,2346,1899,1851,2031,654
T,0,0,0,0,0,0,0,0,0,0,0,0
T2,18,22,8,19,7,20,14,22,33,10,6,13
Taar1,2,0,1,0,0,0,0,0,0,0,0,0
Taar2,0,0,0,0,0,0,0,0,0,0,0,0
Taar3,0,0,0,0,0,0,0,0,0,0,0,0
Taar4,0,0,0,0,0,0,0,0,0,0,0,4
Taar5,0,0,0,0,0,0,0,0,0,0,0,0
Taar6,0,0,0,0,0,0,0,0,0,0,0,0
Taar7a,0,0,0,0,0,0,0,0,0,0,0,0
Taar7b,0,0,0,0,0,0,0,0,0,0,0,0
Taar7d,0,0,0,0,0,0,0,0,0,0,0,2
Taar7e,0,0,0,0,0,0,0,0,0,0,0,0
Taar7f,0,0,0,0,0,0,0,0,0,0,0,0
Taar8a,0,0,0,0,0,0,0,0,0,0,0,0
Taar8b,0,0,0,0,0,0,0,0,0,0,0,0
Taar8c,0,0,0,0,0,0,0,0,0,0,0,0
Taar9,0,0,1,0,0,0,0,0,0,0,0,0
Tab1,1690,2405,2474,1443,1463,1544,1273,1860,1176,1301,2003,1365
Tab2,10975,12666,12444,9151,5088,8355,4434,9474,6646,7948,9218,5928
Tab3,1572,1363,1509,1074,648,1042,582,1029,973,978,1138,542
Tac1,1,1,0,3,0,0,0,0,0,4,3,0
Tac2,0,0,1,0,0,0,0,0,0,0,0,0
Tac4,0,0,1,0,0,0,0,0,11,0,0,6
Tacc1,6917,12537,9641,7477,4767,8157,4038,10184,5719,7423,8981,4820
Tacc2,944,649,1589,420,775,155,770,169,821,204,944,416
Tacc3,7577,9735,10441,5816,7059,6822,7396,7795,8060,4615,8937,6457
Taco1,1172,979,1260,779,644,661,772,811,830,670,939,784
Taco1os,38,34,45,29,14,23,34,24,35,43,27,64
Tacr1,0,0,2,0,0,0,0,0,0,0,1,1
Tacr2,0,0,0,0,0,0,0,0,0,0,0,0
Tacr3,0,1,1,0,0,0,0,0,0,0,0,0
Tacstd2,7,0,3,0,1,0,0,3,0,0,0,6
Tada1,1689,2250,1767,1591,958,1912,1141,1920,1139,1364,1430,1645
Tada2a,565,683,582,573,335,546,279,600,423,400,431,481
Tada2b,1382,1196,1691,917,665,492,693,652,1008,634,1091,502
Tada3,2373,2627,3372,1502,1998,1642,1961,2069,2355,1752,2719,2062
Taf1,11886,9411,12159,6621,3851,7112,3190,7543,5842,5729,6644,2133
Taf10,3926,3959,4911,3257,3471,2731,3650,3098,3470,2825,3549,7270
Taf11,3407,2581,4042,1742,2014,2206,2235,2254,1974,2051,2473,2432
Taf12,1977,1531,1981,1183,1289,1221,1403,1370,1438,1095,1768,1559
Taf13,2387,2026,2460,1445,1347,1554,1560,1597,1325,1296,1778,1717
Taf15,7542,11526,9113,10116,5366,7576,5046,8792,8794,5749,7470,7933
Taf1a,788,677,832,532,374,552,306,613,746,407,488,387
Taf1b,1087,1370,1170,984,622,1148,854,1166,941,1120,1218,1050
Taf1c,1510,1767,1858,1136,1000,1143,770,1462,1140,986,1084,1016
Taf1d,2767,3114,2654,2372,1594,2737,1940,3052,1886,1911,1987,3456
Taf2,3480,2783,3569,1858,1511,1924,1346,2132,2151,1726,2240,1199
Taf3,1465,1629,1714,1015,1060,1128,952,1385,1143,841,1208,1453
Taf4,2716,3103,4068,1953,1677,1826,1144,2199,1846,1459,2079,1019
Taf4b,333,252,325,266,70,125,51,123,104,106,145,189
Taf5,968,940,1052,648,598,661,546,667,837,444,746,549
Taf5l,1969,1668,2459,1084,1061,884,1114,1238,1285,951,1511,1003
Taf6,2276,2687,3107,1691,1623,1527,1647,1933,1705,1482,2172,1526
Taf6l,1881,2183,2488,1437,1431,1169,1352,1533,1547,1147,1377,1606
Taf7,1040,821,959,695,525,709,626,719,728,584,683,665
Taf7l,1,9,0,8,0,0,0,1,13,1,2,4
Taf7l2,0,0,2,1,0,0,0,0,0,0,0,0
Taf8,3194,3315,4272,2296,1843,2312,1831,2673,2083,2033,2656,1190
Taf9,2416,2523,2568,1828,1488,1801,1669,2020,1791,1555,2027,3028
Taf9b,647,644,625,495,365,561,574,644,596,536,663,528
Tafa1,0,0,2,3,0,0,0,0,0,0,0,0
Tafa2,4,0,3,2,0,0,11,0,3,0,3,4
Tafa3,61,119,42,62,3,43,12,43,0,16,6,20
Tafa4,0,0,0,0,0,0,0,0,0,2,0,0
Tafa5,7,4,11,4,7,2,13,0,0,0,1,5
Tafazzin,4317,4801,4723,3604,2190,3897,1905,4532,3019,2976,2421,2471
Tagap,437,1002,577,932,571,708,472,812,449,724,1145,807
Tagap1,1354,1495,1573,934,957,1031,786,1281,1358,774,1015,873
Tagln,14,16,11,17,9,7,27,14,68,16,20,24
Tagln2,62658,26536,76874,20373,45541,17740,43286,20103,44988,12620,51027,29991
Tagln3,65,65,84,39,30,16,6,33,50,16,17,17
Tal1,1136,1260,1612,831,1000,789,753,891,1118,697,1295,532
Tal2,11,72,15,97,0,31,27,39,17,62,18,133
Taldo1,41441,22339,44523,18868,24914,13321,29429,15310,27516,10299,22578,24981
Tamalin,25,20,32,16,31,19,28,24,9,7,83,14
Tamm41,693,839,861,633,576,611,697,672,780,557,789,904
Tanc1,2903,4187,3759,2137,1247,2069,861,2548,2192,2312,2204,1837
Tanc2,4865,3231,6022,2144,1712,1346,1132,1808,2038,1710,3103,1423
Tango2,1440,2107,1742,1580,1164,1569,1057,1710,1175,1351,1338,1770
Tango6,138,193,168,135,82,67,142,109,99,101,120,259
Tank,6255,3365,4767,3501,1514,2294,1567,2407,2511,2277,2127,1897
Taok1,17876,12296,18201,9104,5365,9171,4600,9469,8013,8417,9607,2974
Taok2,11139,10281,14428,6794,5350,7081,3789,8627,7231,5738,6888,1737
Taok3,12316,16672,16615,11885,8287,10752,6603,13227,10869,9272,13237,5475
Tap1,3573,10603,4179,11430,5373,6640,4682,8638,4601,10096,7884,11808
Tap2,4160,8517,5856,7210,4515,5044,4456,7132,5358,5472,6143,5907
Tapbp,20697,28398,22570,27733,13314,13878,12170,17604,14061,24308,18066,26521
Tapbpl,2721,2444,3012,2301,1305,1206,1357,1542,1667,1906,1745,1205
Tapt1,2751,1408,2627,1098,1002,835,866,880,1477,765,1169,783
Tarbp1,273,320,323,197,161,168,124,235,225,97,213,96
Tarbp2,3169,3084,4066,2086,2157,1958,2268,2362,2223,1665,2282,2335
Tardbp,18733,15964,17201,11187,7365,12691,7054,13573,9323,8632,9063,6113
Tarm1,567,130,177,271,39,16,38,11,3,24,19,26
Tars1,5501,4954,5419,4258,2664,2826,2961,3219,5143,2377,3829,3987
Tars2,1925,2431,2243,1667,1441,1525,1441,1916,1830,1198,1736,1678
Tars3,846,1078,1142,601,618,672,587,763,1116,498,1220,724
Tas1r1,6,12,10,0,0,7,24,10,24,13,13,11
Tas1r2,0,0,0,2,0,0,5,0,0,0,0,0
Tas1r3,107,98,126,60,49,62,13,78,0,62,70,17
Tas2r102,0,0,0,0,0,1,0,0,0,0,0,0
Tas2r103,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r104,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r105,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r106,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r107,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r108,0,0,0,2,0,2,0,0,0,0,0,0
Tas2r109,0,0,0,2,0,0,0,0,0,0,0,0
Tas2r110,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r113,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r114,0,0,2,0,0,0,0,0,0,0,0,0
Tas2r115,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r116,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r117,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r118,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r119,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r120,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r121,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r122,0,0,1,0,0,0,0,0,0,0,0,0
Tas2r123,3,0,0,0,0,0,0,0,0,0,0,0
Tas2r124,0,0,2,0,0,0,0,0,0,0,0,0
Tas2r125,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r126,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r129,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r130,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r131,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r134,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r135,0,0,2,0,0,0,20,2,14,3,2,0
Tas2r136,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r137,3,0,2,0,0,0,0,7,0,0,0,0
Tas2r138,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r139,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r140,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r143,0,0,0,5,0,0,0,1,0,0,1,0
Tas2r144,0,0,0,0,0,0,0,0,0,0,0,0
Tasl,491,1476,542,1322,485,1321,485,1437,591,1238,971,1549
Tasor,3655,3884,3363,2760,1208,2973,1164,3144,2110,2795,2141,1228
Tasor2,2005,2252,2005,2039,755,1576,515,1631,1364,1489,1388,669
Tasp1,309,580,282,447,254,363,142,370,252,317,402,591
Tat,1,0,3,0,0,1,8,3,21,0,0,0
Tatdn1,796,718,823,464,383,573,490,580,497,430,487,385
Tatdn2,10183,4592,12537,3405,4841,2935,5250,3250,6694,2519,5147,2684
Tatdn3,635,898,649,589,374,866,345,982,448,790,513,521
Tax1bp1,28807,20500,27948,15887,12148,14597,12337,15331,18513,12871,19070,9508
Tax1bp3,1834,1733,2369,1207,1201,1387,1360,1422,1294,1067,1693,778
Tbata,1,4,2,1,0,0,0,1,7,0,0,0
Tbc1d1,3030,4844,3483,3323,1921,3343,1727,4177,2301,3114,3055,2707
Tbc1d10a,2098,1810,2733,1231,1234,983,1138,1267,1269,1058,1358,1134
Tbc1d10b,15729,11329,21847,7670,8684,6200,7255,7920,10703,5114,10459,4369
Tbc1d10c,94,51,160,35,135,83,189,72,88,57,166,55
Tbc1d12,845,819,958,461,417,567,355,611,726,480,746,373
Tbc1d13,10645,10574,12099,8287,6225,6334,5075,7494,5652,6931,8868,4113
Tbc1d14,6774,9445,9476,5939,5981,6143,5282,7240,6107,6212,9497,4274
Tbc1d15,10770,10196,11588,7017,5517,7484,6062,7516,8201,6717,7879,5379
Tbc1d16,447,3061,738,1276,461,1195,244,1416,691,1246,1521,652
Tbc1d17,4480,6365,6086,3908,3882,3909,3460,5172,2956,4122,4077,4000
Tbc1d19,1591,1830,1664,1358,996,1632,861,1948,1224,1294,1455,958
Tbc1d2,2992,2581,4816,1489,2214,1807,2007,2340,3924,1424,3351,1121
Tbc1d20,12555,10333,14666,7240,6842,5722,6535,6816,8227,6438,8666,5220
Tbc1d21,0,1,0,0,0,0,0,0,0,0,0,0
Tbc1d22a,6093,8460,8927,5164,5769,5107,5771,6352,5343,5942,7588,3968
Tbc1d22b,2150,1904,2733,1293,1208,1091,1086,1333,1544,1108,1607,727
Tbc1d22bos,0,0,0,4,1,0,0,0,0,1,0,0
Tbc1d23,8409,7876,8108,6012,3501,5547,3284,6154,5198,3882,4255,1922
Tbc1d24,3077,3817,3568,2645,1301,2478,882,2796,2317,2091,2050,754
Tbc1d25,796,769,1045,420,439,425,364,550,466,353,670,345
Tbc1d2b,5295,11774,6141,6431,2451,6911,2061,8365,3061,8082,4702,3314
Tbc1d30,100,191,178,100,85,122,57,149,147,108,123,86
Tbc1d31,3112,5066,3307,3864,1789,3295,1428,3278,3424,2078,2532,1125
Tbc1d32,1544,1885,1521,1272,765,1713,662,1680,1150,1349,1464,498
Tbc1d4,1394,2753,2296,1460,1580,1587,933,1960,1436,2870,2713,1482
Tbc1d5,3337,7012,4141,4539,2792,4896,1917,5233,3265,5016,5687,2438
Tbc1d7,784,630,764,605,532,490,543,477,689,468,613,690
Tbc1d8,832,3117,1125,1937,595,2163,502,2690,939,2537,1373,998
Tbc1d8b,1769,1546,1681,1042,695,1366,569,1386,1135,845,1216,571
Tbc1d9,6073,3508,7792,2399,3021,1783,2107,2024,3701,1925,3804,1644
Tbc1d9b,10209,11387,14700,6797,7110,6561,5654,8344,7045,7438,9449,4937
Tbca,5157,5264,5603,3797,4190,4556,5692,4363,4206,3836,4568,9156
Tbcb,5666,4715,6764,4082,4329,3317,4804,3847,4276,2933,4591,5926
Tbcc,1078,1022,1494,828,1140,768,1189,980,1376,827,1244,1804
Tbccd1,1743,2072,1901,1372,887,1406,1017,1557,1350,1292,1350,1033
Tbcd,5841,6944,7237,4819,4328,3551,4052,4163,4490,3202,5471,4104
Tbce,4555,3858,4473,2883,1769,2905,1819,3051,2618,2294,2312,1952
Tbcel,4736,5594,5931,3625,2517,3118,2595,3654,3127,2490,4109,2235
Tbck,2242,2442,2739,1940,1291,2032,1256,2226,2069,2162,2002,1363
Tbk1,13063,11377,12579,8670,5308,8813,5310,9724,7329,7869,8187,4995
Tbkbp1,4380,3070,5106,2089,1953,1744,1657,2092,2959,1677,2364,1053
Tbl1x,5805,7571,7103,5386,3244,5124,3259,5428,4158,4007,5474,3247
Tbl1xr1,5967,8056,6738,6203,3642,5873,3283,6308,4629,4829,5991,4597
Tbl2,1483,1822,1760,1274,1260,896,1013,1033,1626,761,1706,1126
Tbl3,1973,2286,2302,1768,1330,1221,1416,1618,1644,1223,1687,2217
Tbp,1778,1432,1865,1065,797,1250,915,1220,1007,1128,1127,897
Tbpl1,2809,3737,2896,3071,1502,2649,1699,2914,1683,1875,2103,2806
Tbpl2,0,2,0,0,0,1,0,0,0,0,0,0
Tbr1,1,0,8,3,6,0,0,2,0,0,0,0
Tbrg1,5500,5358,6356,4052,4040,3628,4505,3890,4588,3182,4967,5798
Tbrg3,83,44,87,49,35,40,37,41,20,9,25,88
Tbrg4,2349,2340,2912,1775,1450,1298,1200,1565,1507,1116,1538,2082
Tbx1,0,0,0,0,0,0,0,0,0,1,0,0
Tbx10,0,0,1,0,0,0,0,0,0,0,4,0
Tbx15,1,0,4,0,3,0,0,2,0,14,0,22
Tbx18,0,0,0,0,0,0,0,0,0,0,0,0
Tbx19,2,11,3,5,0,0,7,1,0,8,4,0
Tbx2,13,60,20,33,7,39,21,34,6,18,17,15
Tbx20,0,0,0,0,0,0,22,0,0,0,0,0
Tbx21,1,0,1,2,2,1,0,3,0,0,0,6
Tbx22,5,0,1,0,0,0,0,0,0,0,0,0
Tbx3,4,0,0,3,0,3,0,0,0,0,0,10
Tbx3os1,0,0,0,0,0,0,0,0,0,0,0,0
Tbx3os2,0,0,0,0,0,0,0,0,0,0,0,0
Tbx4,0,0,0,4,0,0,0,4,0,0,0,0
Tbx5,2,0,1,0,0,1,0,0,0,2,0,0
Tbx6,195,258,229,146,39,133,48,142,0,109,47,7
Tbxa2r,3,0,3,9,3,1,8,0,0,0,3,4
Tbxas1,3986,7213,4665,5062,4161,6129,4057,6901,3463,6452,6435,6963
Tc2n,1,6,0,0,0,1,6,6,0,1,1,8
Tcaf1,260,257,403,126,130,157,142,190,241,200,150,35
Tcaf2,1,0,2,0,0,1,0,0,0,1,0,1
Tcaf3,0,0,0,0,0,0,0,0,0,0,0,0
Tcaim,442,381,411,286,203,248,99,300,493,180,320,181
Tcam1,9,6,8,7,4,5,12,5,21,10,5,12
Tcap,10,7,11,20,4,9,20,23,20,2,2,4
Tcea1,7949,8141,7333,7716,3512,4713,4368,4901,5602,3872,5469,3234
Tcea2,140,223,135,111,93,211,58,202,117,187,114,172
Tcea3,16,68,29,39,9,60,29,78,19,34,57,57
Tceal1,74,71,91,49,68,103,70,97,97,99,129,75
Tceal3,2,0,0,1,0,0,0,2,0,0,0,0
Tceal5,0,0,1,0,0,0,0,0,0,0,0,0
Tceal6,0,0,0,2,0,1,0,1,0,0,0,0
Tceal7,0,0,1,0,0,0,0,0,0,0,0,0
Tceal8,2409,2454,2432,1949,1537,2115,1950,2225,2337,1809,2413,2761
Tceal9,6292,7958,7498,5043,5543,7349,6983,7129,4535,7145,6844,10000
Tceanc,248,392,265,289,107,312,64,320,158,360,237,370
Tceanc2,3360,3145,3983,2048,2155,2400,2320,2617,2433,2364,3027,2042
Tcerg1,3003,3566,3577,2545,1938,2516,1881,2997,3033,1832,2906,2546
Tcerg1l,0,0,4,0,0,0,0,1,0,0,0,0
Tcf12,5369,12984,6191,8139,4228,9584,4008,9871,5697,6583,7153,3892
Tcf15,0,0,2,0,0,1,0,0,0,0,0,0
Tcf19,1641,1988,2561,1255,1124,1580,1164,1679,1179,722,1669,1886
Tcf20,5371,4996,6347,3709,2358,3245,1669,4033,3566,2836,4105,1724
Tcf21,0,0,0,0,0,0,3,0,0,0,0,0
Tcf23,0,0,1,0,0,3,0,0,6,0,0,0
Tcf24,38,18,33,27,10,11,6,12,1,17,17,14
Tcf25,27430,21379,33281,15407,14574,14395,12127,17200,17114,13337,16219,11420
Tcf3,3585,4218,5107,2545,2394,2686,2082,3137,2829,2454,3457,2380
Tcf4,4459,9445,5958,6121,5275,8439,4575,9744,5382,8202,8313,9047
Tcf7,4,6,4,0,0,5,14,5,0,1,1,9
Tcf7l1,10,6,11,4,5,5,1,2,10,2,3,13
Tcf7l2,275,269,370,200,206,182,195,242,229,231,271,343
Tcfl5,5,0,1,4,0,4,0,2,0,7,4,0
Tchh,59,153,122,114,33,47,60,72,119,178,98,112
Tchhl1,0,0,1,0,0,0,0,0,0,0,0,0
Tchp,1344,1355,2027,964,762,1005,514,1185,1313,870,928,509
Tcim,2,0,0,3,0,2,0,0,0,1,0,13
Tcirg1,39270,74210,47604,57662,23399,41898,20170,53355,27976,42051,25844,31320
Tcl1,0,0,0,0,0,0,0,0,0,0,0,0
Tcl1b1,0,0,0,0,0,0,0,0,0,0,0,0
Tcl1b2,0,0,2,0,0,0,0,0,0,0,0,0
Tcl1b3,0,0,1,0,0,0,0,0,0,0,0,0
Tcl1b4,0,0,0,0,0,0,0,0,0,0,0,0
Tcl1b5,0,0,0,0,0,0,0,0,0,0,0,0
Tcn2,10189,8045,14688,5588,5975,3643,5971,4399,2836,6930,5751,9839
Tcof1,4004,6199,5663,4492,2918,3259,2505,4127,3620,2931,3767,2991
Tcp1,17490,15796,18750,12080,11298,12658,13850,13596,12182,9100,14637,14753
Tcp10a,5,1,3,2,0,0,0,0,0,3,0,5
Tcp10b,29,4,5,4,2,2,12,3,0,5,0,4
Tcp10c,0,1,0,4,0,0,12,0,0,0,0,2
Tcp11,85,45,158,19,92,17,54,40,54,20,89,26
Tcp11l1,3069,2110,2910,1861,916,1108,680,1219,1586,839,1415,744
Tcp11l2,3636,4909,5154,2759,3754,4629,3903,5298,2820,5083,6528,3345
Tcp11x2,0,0,0,0,0,0,0,0,0,0,0,0
Tcstv1a,0,0,0,0,0,0,0,0,0,0,0,0
Tcstv1b,0,0,0,0,0,0,0,0,0,0,0,0
Tcstv2a,0,0,0,0,0,0,0,0,0,0,1,0
Tcstv2b,0,0,0,0,0,0,0,0,0,0,0,0
Tcstv2c,0,0,0,0,0,0,0,0,0,0,0,0
Tcstv3,0,0,0,0,0,0,0,0,0,0,0,0
Tcstv4,14,483,21,572,108,578,58,646,62,596,187,881
Tcstv5,0,0,0,0,0,0,0,0,0,0,0,0
Tcstv6,0,0,0,1,0,0,0,0,0,0,0,0
Tcstv7a,0,0,0,0,0,0,0,0,0,0,0,0
Tcta,2910,1204,3347,849,1328,1131,1414,1130,1641,1074,1587,1829
Tcte1,0,0,0,0,0,0,0,0,0,0,0,0
Tcte2,27,38,44,11,8,16,11,29,0,9,30,3
Tctn1,1744,1616,2254,1056,1080,1265,822,1466,1136,983,1470,455
Tctn2,23,15,23,16,20,9,18,23,30,16,46,20
Tctn3,2146,2151,3256,1463,1849,1611,1641,1696,2262,1571,2255,791
Tdg,3062,2180,3716,1558,1340,1171,1484,1323,1760,963,1724,1299
Tdg-ps,39,30,35,12,16,17,8,16,24,12,16,15
Tdg-ps2,46,43,28,22,23,43,16,48,45,23,48,54
Tdh,1,0,0,0,0,0,0,0,0,1,0,0
Tdo2,1,1,3,3,0,2,0,0,0,0,2,3
Tdp1,710,1191,959,722,617,701,671,780,754,572,824,737
Tdp2,1850,2210,2034,1403,1082,1776,1069,2072,1402,1292,1449,1806
Tdpoz1,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz2,0,0,0,0,0,0,9,0,0,0,0,0
Tdpoz3,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz4,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz5,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz7,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz8,2,0,0,0,0,0,0,0,0,1,0,0
Tdpoz9,0,0,0,0,0,0,0,0,0,0,0,0
Tdrd1,3,0,1,0,0,1,8,0,0,0,0,0
Tdrd12,4,0,4,0,0,3,9,4,0,4,0,0
Tdrd3,1178,1048,1149,783,551,858,638,950,778,695,905,580
Tdrd5,2,1,0,5,0,6,0,2,0,0,0,4
Tdrd6,0,0,5,0,2,5,0,0,0,0,0,1
Tdrd7,4840,7075,5145,7036,2669,3621,2303,4462,3803,4370,3693,4480
Tdrd9,2,2,4,5,1,0,1,1,9,0,1,1
Tdrkh,674,1075,738,746,426,836,407,806,566,690,832,926
Tdrp,0,0,1,1,0,0,19,0,0,0,0,2
Tead1,5,0,1,6,0,1,14,0,6,0,6,15
Tead2,1,0,1,0,0,0,12,1,0,0,2,0
Tead3,0,3,0,2,3,0,17,1,5,0,3,12
Tead4,0,1,0,0,0,1,0,0,0,0,0,4
Tec,4175,8705,4808,5673,3506,6914,3478,7732,3903,6103,5469,5693
Tecpr1,17903,39833,27806,24400,15252,24941,10752,33258,17156,28642,19121,21473
Tecpr2,1660,2173,1909,1595,763,1530,607,1721,1282,1418,1245,584
Tecr,9351,9241,13548,7935,7021,5430,6994,6769,4987,5183,8366,9573
Tecrl,4,0,0,0,0,0,0,0,0,4,0,0
Tecta,0,3,8,3,0,3,2,3,0,4,2,0
Tectb,0,0,0,0,0,0,0,0,0,0,0,0
Tedc1,1515,1599,2603,835,1316,1037,1131,1246,1347,622,1653,969
Tedc2,757,712,868,571,359,618,330,675,461,432,556,450
Teddm1a,0,0,1,0,0,0,0,0,0,0,0,0
Teddm1b,1,0,0,0,0,3,0,0,0,0,0,0
Teddm2,1,0,0,0,0,3,0,0,0,3,1,6
Teddm3,0,0,0,0,0,0,0,0,0,0,0,0
Tef,7236,9094,10726,5303,5106,5762,3701,6552,4663,6568,7453,2944
Tefm,464,565,438,486,292,503,250,517,470,494,451,712
Tek,7,3,4,4,0,6,0,7,0,4,6,7
Tekt1,5,0,1,0,0,0,0,0,0,0,0,0
Tekt2,113,62,108,58,22,64,25,73,44,28,21,10
Tekt3,7,5,1,0,13,7,5,13,27,2,11,3
Tekt4,0,0,0,0,0,0,0,0,0,0,0,0
Tekt5,1,1,1,0,0,3,0,1,0,0,0,0
Tekt5l,0,0,0,0,0,0,0,0,0,0,0,0
Tektip1,49,53,46,58,43,35,41,34,118,31,40,38
Tektl1,0,0,0,0,0,0,0,0,0,0,0,0
Telo2,603,1170,773,774,462,656,380,828,844,589,604,606
Ten1,2995,2663,3494,2068,2554,1982,2732,2045,2098,1987,2324,3240
Tenm1,2,0,4,0,3,0,4,0,0,0,0,0
Tenm2,11,1,8,2,2,9,22,2,0,3,3,5
Tenm3,5,1,8,6,10,4,8,0,0,1,1,4
Tenm4,21,68,35,74,29,37,0,52,56,73,81,85
Tent2,4979,7619,5106,6324,2843,5873,3091,6081,3282,5606,5158,5052
Tent4a,1197,1796,1496,1843,779,820,525,965,954,1055,1061,931
Tent4b,4599,3749,4983,2868,1966,2239,1986,2404,2598,1945,2946,1180
Tent5a,2921,7065,3420,6424,2525,4919,2106,5524,2458,6410,4191,6551
Tent5b,1,8,8,5,0,0,0,2,0,1,3,20
Tent5c,835,1344,852,1222,694,673,566,733,813,1118,1036,1333
Tent5d,7,1,3,5,0,3,0,0,0,0,0,0
Tep1,12498,21078,16728,13438,9534,15092,7663,17749,12690,12152,16066,7687
Tepsin,2335,2055,2843,1446,1327,1316,922,1629,1327,1210,1176,827
Terb1,1,0,0,3,0,3,0,0,0,0,0,0
Terb2,0,0,0,0,0,0,0,0,0,0,0,0
Terc,14,21,9,18,5,7,0,6,0,14,18,1
Terf1,1252,1655,1369,1139,742,1348,707,1509,1135,898,1076,1058
Terf2,1883,2375,2222,1538,1263,1744,1221,2121,1678,1516,1892,1084
Terf2ip,1703,1544,2041,1039,1129,1022,1081,1263,1257,1313,1477,1116
Tert,1,13,4,3,3,10,0,6,0,2,9,5
Tes,8738,3086,8815,2484,3199,2286,4114,2336,3945,1637,3425,2864
Tesc,2,0,2,0,0,0,0,0,0,0,1,3
Tescl,2,0,1,0,2,1,15,0,0,1,3,2
Teshl,1,0,0,0,0,0,0,0,0,0,0,0
Tesk1,4116,5841,6100,4252,2912,2511,2300,3264,2789,2266,3198,2335
Tesk2,955,840,1198,500,575,676,671,783,575,596,976,304
Tesl1,0,0,0,1,1,0,0,0,0,3,0,2
Tesmin,59,91,76,72,77,42,118,78,139,96,135,129
Tespa1,5,1,1,3,0,2,0,4,0,0,0,0
Tet1,9,36,8,31,10,36,5,28,27,49,40,21
Tet2,4206,6336,4267,4382,1480,5941,1086,6669,2815,4095,3013,1502
Tet3,9287,12209,12606,7256,4265,8037,2299,9311,6785,7182,7219,3454
Tex10,2041,2440,2016,1725,1213,1790,1193,1896,1445,1371,1749,1486
Tex101,1,0,0,0,0,0,0,0,0,0,0,0
Tex11,4,1,5,1,23,23,0,10,0,0,0,0
Tex12,0,0,0,11,0,1,0,2,0,0,0,8
Tex13a,0,0,0,0,0,0,0,0,0,0,0,0
Tex13b,0,0,0,0,0,0,2,0,0,0,0,0
Tex13c1,0,0,0,0,0,0,0,0,0,0,0,0
Tex13c3,0,0,0,0,0,0,0,0,0,0,0,0
Tex13d,0,0,0,0,0,3,0,0,0,0,0,0
Tex14,30,36,29,48,7,26,27,33,26,25,18,43
Tex15,53,51,85,48,47,57,33,40,50,58,132,30
Tex16,0,0,6,6,0,0,0,0,0,1,1,0
Tex19.1,0,0,0,0,0,0,0,0,0,0,0,0
Tex19.2,0,0,0,1,0,0,0,0,0,0,0,0
Tex2,3601,3592,5206,2430,2325,2040,2160,2436,2907,2158,3379,2096
Tex21,0,0,1,0,0,0,0,0,0,0,0,0
Tex22,3,3,3,5,0,3,0,2,0,3,0,0
Tex24,1,0,1,0,0,0,0,0,0,0,0,0
Tex26,1,1,0,2,0,0,3,0,0,0,0,0
Tex261,7451,7718,10740,5095,5877,4884,5520,6142,5570,5374,8197,5204
Tex264,5550,5228,6776,3445,3966,3668,4190,4411,4255,3788,4859,4842
Tex28,0,0,0,0,0,0,0,0,0,0,0,0
Tex29,6,14,7,3,1,4,0,3,0,3,5,1
Tex30,761,571,698,455,372,424,453,453,483,270,547,625
Tex35,0,3,0,0,0,0,0,0,6,0,0,0
Tex36,0,0,0,0,0,0,0,0,0,0,0,0
Tex38,6,7,4,9,0,6,9,7,9,4,3,7
Tex44,0,4,0,0,0,0,0,0,0,0,0,0
Tex46,0,0,0,0,0,0,0,0,0,0,0,0
Tex47,0,0,0,6,1,0,0,0,0,0,2,0
Tex48,0,0,0,0,0,0,0,0,0,0,0,0
Tex50,0,0,1,2,0,0,0,2,0,0,0,0
Tex51,0,0,0,0,0,0,0,0,0,0,1,0
